Auction ID,Product,Delivery Start,Delivery End,Clearing Price
970,DCH,2025-02-02T19:00:00,2025-02-02T23:00:00,1.2
970,DCL,2025-02-01T23:00:00,2025-02-02T03:00:00,2.31
970,DCL,2025-02-02T03:00:00,2025-02-02T07:00:00,3.27
970,DCL,2025-02-02T07:00:00,2025-02-02T11:00:00,2
970,DCL,2025-02-02T11:00:00,2025-02-02T15:00:00,2
970,DCL,2025-02-02T15:00:00,2025-02-02T19:00:00,4.25
970,DCL,2025-02-02T19:00:00,2025-02-02T23:00:00,3.25
972,DCH,2025-02-02T23:00:00,2025-02-03T03:00:00,2.05
972,DCH,2025-02-03T03:00:00,2025-02-03T07:00:00,5.69
972,DCH,2025-02-03T07:00:00,2025-02-03T11:00:00,1.29
972,DCH,2025-02-03T11:00:00,2025-02-03T15:00:00,4.75
972,DCH,2025-02-03T15:00:00,2025-02-03T19:00:00,1.5
972,DCH,2025-02-03T19:00:00,2025-02-03T23:00:00,3.9
972,DCL,2025-02-02T23:00:00,2025-02-03T03:00:00,5.69
972,DCL,2025-02-03T03:00:00,2025-02-03T07:00:00,4.5
972,DCL,2025-02-03T07:00:00,2025-02-03T11:00:00,11
972,DCL,2025-02-03T11:00:00,2025-02-03T15:00:00,7.69
972,DCL,2025-02-03T15:00:00,2025-02-03T19:00:00,9.58
972,DCL,2025-02-03T19:00:00,2025-02-03T23:00:00,6.5
974,DCH,2025-02-03T23:00:00,2025-02-04T03:00:00,4
974,DCH,2025-02-04T03:00:00,2025-02-04T07:00:00,5.69
974,DCH,2025-02-04T07:00:00,2025-02-04T11:00:00,2.52
974,DCH,2025-02-04T11:00:00,2025-02-04T15:00:00,3.25
974,DCH,2025-02-04T15:00:00,2025-02-04T19:00:00,1.23
974,DCH,2025-02-04T19:00:00,2025-02-04T23:00:00,2.57
974,DCL,2025-02-03T23:00:00,2025-02-04T03:00:00,3
974,DCL,2025-02-04T03:00:00,2025-02-04T07:00:00,4.25
974,DCL,2025-02-04T07:00:00,2025-02-04T11:00:00,6.4
974,DCL,2025-02-04T11:00:00,2025-02-04T15:00:00,4.39
974,DCL,2025-02-04T15:00:00,2025-02-04T19:00:00,9.4
974,DCL,2025-02-04T19:00:00,2025-02-04T23:00:00,4.33
976,DCH,2025-02-04T23:00:00,2025-02-05T03:00:00,3.63
976,DCH,2025-02-05T03:00:00,2025-02-05T07:00:00,2.64
976,DCH,2025-02-05T07:00:00,2025-02-05T11:00:00,1.42
976,DCH,2025-02-05T11:00:00,2025-02-05T15:00:00,2
976,DCH,2025-02-05T15:00:00,2025-02-05T19:00:00,5.01
976,DCH,2025-02-05T19:00:00,2025-02-05T23:00:00,1.1
976,DCL,2025-02-04T23:00:00,2025-02-05T03:00:00,4.69
976,DCL,2025-02-05T03:00:00,2025-02-05T07:00:00,1.96
976,DCL,2025-02-05T07:00:00,2025-02-05T11:00:00,5
976,DCL,2025-02-05T11:00:00,2025-02-05T15:00:00,6
976,DCL,2025-02-05T15:00:00,2025-02-05T19:00:00,6.41
976,DCL,2025-02-05T19:00:00,2025-02-05T23:00:00,3
978,DCH,2025-02-05T23:00:00,2025-02-06T03:00:00,2
978,DCH,2025-02-06T03:00:00,2025-02-06T07:00:00,3
978,DCH,2025-02-06T07:00:00,2025-02-06T11:00:00,0.45
978,DCH,2025-02-06T11:00:00,2025-02-06T15:00:00,2.08
978,DCH,2025-02-06T15:00:00,2025-02-06T19:00:00,5.37
978,DCH,2025-02-06T19:00:00,2025-02-06T23:00:00,1
978,DCL,2025-02-05T23:00:00,2025-02-06T03:00:00,1.31
978,DCL,2025-02-06T03:00:00,2025-02-06T07:00:00,4.69
978,DCL,2025-02-06T07:00:00,2025-02-06T11:00:00,8.38
978,DCL,2025-02-06T11:00:00,2025-02-06T15:00:00,3.36
978,DCL,2025-02-06T15:00:00,2025-02-06T19:00:00,6.2
978,DCL,2025-02-06T19:00:00,2025-02-06T23:00:00,3.58
980,DCH,2025-02-06T23:00:00,2025-02-07T03:00:00,3.97
980,DCH,2025-02-07T03:00:00,2025-02-07T07:00:00,4.6
980,DCH,2025-02-07T07:00:00,2025-02-07T11:00:00,2.4
980,DCH,2025-02-07T11:00:00,2025-02-07T15:00:00,4.47
980,DCH,2025-02-07T15:00:00,2025-02-07T19:00:00,1.82
980,DCH,2025-02-07T19:00:00,2025-02-07T23:00:00,2.44
980,DCL,2025-02-06T23:00:00,2025-02-07T03:00:00,1.89
980,DCL,2025-02-07T03:00:00,2025-02-07T07:00:00,5.69
980,DCL,2025-02-07T07:00:00,2025-02-07T11:00:00,5.92
980,DCL,2025-02-07T11:00:00,2025-02-07T15:00:00,2.01
980,DCL,2025-02-07T15:00:00,2025-02-07T19:00:00,4.62
980,DCL,2025-02-07T19:00:00,2025-02-07T23:00:00,3.68
982,DCH,2025-02-07T23:00:00,2025-02-08T03:00:00,3
982,DCH,2025-02-08T03:00:00,2025-02-08T07:00:00,4.69
982,DCH,2025-02-08T07:00:00,2025-02-08T11:00:00,5.69
982,DCH,2025-02-08T11:00:00,2025-02-08T15:00:00,2.3
982,DCH,2025-02-08T15:00:00,2025-02-08T19:00:00,1.48
982,DCH,2025-02-08T19:00:00,2025-02-08T23:00:00,2.3
982,DCL,2025-02-07T23:00:00,2025-02-08T03:00:00,5.69
982,DCL,2025-02-08T03:00:00,2025-02-08T07:00:00,1.59
982,DCL,2025-02-08T07:00:00,2025-02-08T11:00:00,2.17
982,DCL,2025-02-08T11:00:00,2025-02-08T15:00:00,0.92
982,DCL,2025-02-08T15:00:00,2025-02-08T19:00:00,4.3
982,DCL,2025-02-08T19:00:00,2025-02-08T23:00:00,1.59
984,DCH,2025-02-08T23:00:00,2025-02-09T03:00:00,1.52
984,DCH,2025-02-09T03:00:00,2025-02-09T07:00:00,3.75
984,DCH,2025-02-09T07:00:00,2025-02-09T11:00:00,3.44
984,DCH,2025-02-09T11:00:00,2025-02-09T15:00:00,1.77
984,DCH,2025-02-09T15:00:00,2025-02-09T19:00:00,1.74
984,DCH,2025-02-09T19:00:00,2025-02-09T23:00:00,2.62
984,DCL,2025-02-08T23:00:00,2025-02-09T03:00:00,2.08
984,DCL,2025-02-09T03:00:00,2025-02-09T07:00:00,1
984,DCL,2025-02-09T07:00:00,2025-02-09T11:00:00,1.77
984,DCL,2025-02-09T11:00:00,2025-02-09T15:00:00,1.31
984,DCL,2025-02-09T15:00:00,2025-02-09T19:00:00,3.7
984,DCL,2025-02-09T19:00:00,2025-02-09T23:00:00,2.95
986,DCH,2025-02-09T23:00:00,2025-02-10T03:00:00,4.5
986,DCH,2025-02-10T03:00:00,2025-02-10T07:00:00,3.88
986,DCH,2025-02-10T07:00:00,2025-02-10T11:00:00,1.3
986,DCH,2025-02-10T11:00:00,2025-02-10T15:00:00,2.58
986,DCH,2025-02-10T15:00:00,2025-02-10T19:00:00,3.48
986,DCH,2025-02-10T19:00:00,2025-02-10T23:00:00,2.43
986,DCL,2025-02-09T23:00:00,2025-02-10T03:00:00,4
986,DCL,2025-02-10T03:00:00,2025-02-10T07:00:00,3.18
986,DCL,2025-02-10T07:00:00,2025-02-10T11:00:00,4.58
986,DCL,2025-02-10T11:00:00,2025-02-10T15:00:00,3.25
986,DCL,2025-02-10T15:00:00,2025-02-10T19:00:00,5.13
986,DCL,2025-02-10T19:00:00,2025-02-10T23:00:00,4.5
988,DCH,2025-02-10T23:00:00,2025-02-11T03:00:00,3.1
988,DCH,2025-02-11T03:00:00,2025-02-11T07:00:00,4.2
988,DCH,2025-02-11T07:00:00,2025-02-11T11:00:00,2.98
988,DCH,2025-02-11T11:00:00,2025-02-11T15:00:00,5
988,DCH,2025-02-11T15:00:00,2025-02-11T19:00:00,6.76
988,DCH,2025-02-11T19:00:00,2025-02-11T23:00:00,3.11
988,DCL,2025-02-10T23:00:00,2025-02-11T03:00:00,1.96
988,DCL,2025-02-11T03:00:00,2025-02-11T07:00:00,3.6
988,DCL,2025-02-11T07:00:00,2025-02-11T11:00:00,3.58
988,DCL,2025-02-11T11:00:00,2025-02-11T15:00:00,1.74
988,DCL,2025-02-11T15:00:00,2025-02-11T19:00:00,9
988,DCL,2025-02-11T19:00:00,2025-02-11T23:00:00,2.96
990,DCH,2025-02-11T23:00:00,2025-02-12T03:00:00,2.09
990,DCH,2025-02-12T03:00:00,2025-02-12T07:00:00,4.57
990,DCH,2025-02-12T07:00:00,2025-02-12T11:00:00,0.9
990,DCH,2025-02-12T11:00:00,2025-02-12T15:00:00,3.75
990,DCH,2025-02-12T15:00:00,2025-02-12T19:00:00,5.69
990,DCH,2025-02-12T19:00:00,2025-02-12T23:00:00,1.1
990,DCL,2025-02-11T23:00:00,2025-02-12T03:00:00,4.69
990,DCL,2025-02-12T03:00:00,2025-02-12T07:00:00,2.05
990,DCL,2025-02-12T07:00:00,2025-02-12T11:00:00,5.83
990,DCL,2025-02-12T11:00:00,2025-02-12T15:00:00,1.93
990,DCL,2025-02-12T15:00:00,2025-02-12T19:00:00,12.69
990,DCL,2025-02-12T19:00:00,2025-02-12T23:00:00,4.42
992,DCH,2025-02-12T23:00:00,2025-02-13T03:00:00,2.69
992,DCH,2025-02-13T03:00:00,2025-02-13T07:00:00,2.83
992,DCH,2025-02-13T07:00:00,2025-02-13T11:00:00,0.99
992,DCH,2025-02-13T11:00:00,2025-02-13T15:00:00,2.98
992,DCH,2025-02-13T15:00:00,2025-02-13T19:00:00,5.2
992,DCH,2025-02-13T19:00:00,2025-02-13T23:00:00,0.8
992,DCL,2025-02-12T23:00:00,2025-02-13T03:00:00,3.18
992,DCL,2025-02-13T03:00:00,2025-02-13T07:00:00,3.49
992,DCL,2025-02-13T07:00:00,2025-02-13T11:00:00,4.98
992,DCL,2025-02-13T11:00:00,2025-02-13T15:00:00,2.98
992,DCL,2025-02-13T15:00:00,2025-02-13T19:00:00,15
992,DCL,2025-02-13T19:00:00,2025-02-13T23:00:00,6
994,DCH,2025-02-13T23:00:00,2025-02-14T03:00:00,2.69
994,DCH,2025-02-14T03:00:00,2025-02-14T07:00:00,4.22
994,DCH,2025-02-14T07:00:00,2025-02-14T11:00:00,0.6
994,DCH,2025-02-14T11:00:00,2025-02-14T15:00:00,2.95
994,DCH,2025-02-14T15:00:00,2025-02-14T19:00:00,5.21
994,DCH,2025-02-14T19:00:00,2025-02-14T23:00:00,1.14
994,DCL,2025-02-13T23:00:00,2025-02-14T03:00:00,3.28
994,DCL,2025-02-14T03:00:00,2025-02-14T07:00:00,2.09
994,DCL,2025-02-14T07:00:00,2025-02-14T11:00:00,7.5
994,DCL,2025-02-14T11:00:00,2025-02-14T15:00:00,3.49
994,DCL,2025-02-14T15:00:00,2025-02-14T19:00:00,14.6
994,DCL,2025-02-14T19:00:00,2025-02-14T23:00:00,3.25
996,DCH,2025-02-14T23:00:00,2025-02-15T03:00:00,2.85
996,DCH,2025-02-15T03:00:00,2025-02-15T07:00:00,2.97
996,DCH,2025-02-15T07:00:00,2025-02-15T11:00:00,3.29
996,DCH,2025-02-15T11:00:00,2025-02-15T15:00:00,3.25
996,DCH,2025-02-15T15:00:00,2025-02-15T19:00:00,1.03
996,DCH,2025-02-15T19:00:00,2025-02-15T23:00:00,1.71
996,DCL,2025-02-14T23:00:00,2025-02-15T03:00:00,1.95
996,DCL,2025-02-15T03:00:00,2025-02-15T07:00:00,2.04
996,DCL,2025-02-15T07:00:00,2025-02-15T11:00:00,2.75
996,DCL,2025-02-15T11:00:00,2025-02-15T15:00:00,1.8
996,DCL,2025-02-15T15:00:00,2025-02-15T19:00:00,4.1
996,DCL,2025-02-15T19:00:00,2025-02-15T23:00:00,4.41
1024,DCL,2025-02-15T23:00:00,2025-02-16T03:00:00,2.96
1024,DCL,2025-02-16T03:00:00,2025-02-16T07:00:00,2.38
1024,DCL,2025-02-16T07:00:00,2025-02-16T11:00:00,5
1024,DCL,2025-02-16T11:00:00,2025-02-16T15:00:00,4.25
1024,DCL,2025-02-16T15:00:00,2025-02-16T19:00:00,4.09
1024,DCL,2025-02-16T19:00:00,2025-02-16T23:00:00,4.41
1024,DCH,2025-02-15T23:00:00,2025-02-16T03:00:00,1.64
1024,DCH,2025-02-16T03:00:00,2025-02-16T07:00:00,2.5
1024,DCH,2025-02-16T07:00:00,2025-02-16T11:00:00,2.5
1024,DCH,2025-02-16T11:00:00,2025-02-16T15:00:00,2.45
1024,DCH,2025-02-16T15:00:00,2025-02-16T19:00:00,0.75
1024,DCH,2025-02-16T19:00:00,2025-02-16T23:00:00,1.2
1026,DCH,2025-02-16T23:00:00,2025-02-17T03:00:00,3.53
1026,DCH,2025-02-17T03:00:00,2025-02-17T07:00:00,3.89
1026,DCH,2025-02-17T07:00:00,2025-02-17T11:00:00,0.5
1026,DCH,2025-02-17T11:00:00,2025-02-17T15:00:00,5.25
1026,DCH,2025-02-17T15:00:00,2025-02-17T19:00:00,2.92
1026,DCH,2025-02-17T19:00:00,2025-02-17T23:00:00,1.2
1026,DCL,2025-02-16T23:00:00,2025-02-17T03:00:00,3.96
1026,DCL,2025-02-17T03:00:00,2025-02-17T07:00:00,3.6
1026,DCL,2025-02-17T07:00:00,2025-02-17T11:00:00,7.33
1026,DCL,2025-02-17T11:00:00,2025-02-17T15:00:00,2.76
1026,DCL,2025-02-17T15:00:00,2025-02-17T19:00:00,11.69
1026,DCL,2025-02-17T19:00:00,2025-02-17T23:00:00,5.18
1028,DCH,2025-02-17T23:00:00,2025-02-18T03:00:00,3.78
1028,DCH,2025-02-18T03:00:00,2025-02-18T07:00:00,3.75
1028,DCH,2025-02-18T07:00:00,2025-02-18T11:00:00,0.5
1028,DCH,2025-02-18T11:00:00,2025-02-18T15:00:00,7
1028,DCH,2025-02-18T15:00:00,2025-02-18T19:00:00,4.1
1028,DCH,2025-02-18T19:00:00,2025-02-18T23:00:00,3.46
1028,DCL,2025-02-17T23:00:00,2025-02-18T03:00:00,2.96
1028,DCL,2025-02-18T03:00:00,2025-02-18T07:00:00,3.05
1028,DCL,2025-02-18T07:00:00,2025-02-18T11:00:00,8.17
1028,DCL,2025-02-18T11:00:00,2025-02-18T15:00:00,6
1028,DCL,2025-02-18T15:00:00,2025-02-18T19:00:00,8.08
1028,DCL,2025-02-18T19:00:00,2025-02-18T23:00:00,4.57
1030,DCH,2025-02-18T23:00:00,2025-02-19T03:00:00,3.23
1030,DCH,2025-02-19T03:00:00,2025-02-19T07:00:00,4.59
1030,DCH,2025-02-19T07:00:00,2025-02-19T11:00:00,1.31
1030,DCH,2025-02-19T11:00:00,2025-02-19T15:00:00,3
1030,DCH,2025-02-19T15:00:00,2025-02-19T19:00:00,0.93
1030,DCH,2025-02-19T19:00:00,2025-02-19T23:00:00,3.47
1030,DCL,2025-02-18T23:00:00,2025-02-19T03:00:00,5.69
1030,DCL,2025-02-19T03:00:00,2025-02-19T07:00:00,3.11
1030,DCL,2025-02-19T07:00:00,2025-02-19T11:00:00,8.69
1030,DCL,2025-02-19T11:00:00,2025-02-19T15:00:00,5.5
1030,DCL,2025-02-19T15:00:00,2025-02-19T19:00:00,6.61
1030,DCL,2025-02-19T19:00:00,2025-02-19T23:00:00,4.5
1032,DCH,2025-02-19T23:00:00,2025-02-20T03:00:00,1.2
1032,DCH,2025-02-20T03:00:00,2025-02-20T07:00:00,6.4
1032,DCH,2025-02-20T07:00:00,2025-02-20T11:00:00,2.44
1032,DCH,2025-02-20T11:00:00,2025-02-20T15:00:00,2.97
1032,DCH,2025-02-20T15:00:00,2025-02-20T19:00:00,0.94
1032,DCH,2025-02-20T19:00:00,2025-02-20T23:00:00,2.45
1032,DCL,2025-02-19T23:00:00,2025-02-20T03:00:00,6.69
1032,DCL,2025-02-20T03:00:00,2025-02-20T07:00:00,3.04
1032,DCL,2025-02-20T07:00:00,2025-02-20T11:00:00,7.08
1032,DCL,2025-02-20T11:00:00,2025-02-20T15:00:00,1.79
1032,DCL,2025-02-20T15:00:00,2025-02-20T19:00:00,9.2
1032,DCL,2025-02-20T19:00:00,2025-02-20T23:00:00,5.53
1034,DCH,2025-02-20T23:00:00,2025-02-21T03:00:00,2.3
1034,DCH,2025-02-21T03:00:00,2025-02-21T07:00:00,6.69
1034,DCH,2025-02-21T07:00:00,2025-02-21T11:00:00,2.95
1034,DCH,2025-02-21T11:00:00,2025-02-21T15:00:00,3.6
1034,DCH,2025-02-21T15:00:00,2025-02-21T19:00:00,3.3
1034,DCH,2025-02-21T19:00:00,2025-02-21T23:00:00,2.39
1034,DCL,2025-02-20T23:00:00,2025-02-21T03:00:00,6.69
1034,DCL,2025-02-21T03:00:00,2025-02-21T07:00:00,3.16
1034,DCL,2025-02-21T07:00:00,2025-02-21T11:00:00,8.69
1034,DCL,2025-02-21T11:00:00,2025-02-21T15:00:00,5.66
1034,DCL,2025-02-21T15:00:00,2025-02-21T19:00:00,9.63
1034,DCL,2025-02-21T19:00:00,2025-02-21T23:00:00,5.84
1036,DCH,2025-02-21T23:00:00,2025-02-22T03:00:00,2.22
1036,DCH,2025-02-22T03:00:00,2025-02-22T07:00:00,4.5
1036,DCH,2025-02-22T07:00:00,2025-02-22T11:00:00,1.08
1036,DCH,2025-02-22T11:00:00,2025-02-22T15:00:00,2.46
1036,DCH,2025-02-22T15:00:00,2025-02-22T19:00:00,3.25
1036,DCH,2025-02-22T19:00:00,2025-02-22T23:00:00,7.69
1036,DCL,2025-02-21T23:00:00,2025-02-22T03:00:00,7.87
1036,DCL,2025-02-22T03:00:00,2025-02-22T07:00:00,4.57
1036,DCL,2025-02-22T07:00:00,2025-02-22T11:00:00,8.42
1036,DCL,2025-02-22T11:00:00,2025-02-22T15:00:00,5.88
1036,DCL,2025-02-22T15:00:00,2025-02-22T19:00:00,8.8
1036,DCL,2025-02-22T19:00:00,2025-02-22T23:00:00,5.23
1038,DCH,2025-02-22T23:00:00,2025-02-23T03:00:00,1.25
1038,DCH,2025-02-23T03:00:00,2025-02-23T07:00:00,3.09
1038,DCH,2025-02-23T07:00:00,2025-02-23T11:00:00,2.35
1038,DCH,2025-02-23T11:00:00,2025-02-23T15:00:00,3.4
1038,DCH,2025-02-23T15:00:00,2025-02-23T19:00:00,4.69
1038,DCH,2025-02-23T19:00:00,2025-02-23T23:00:00,1.82
1038,DCL,2025-02-22T23:00:00,2025-02-23T03:00:00,8.53
1038,DCL,2025-02-23T03:00:00,2025-02-23T07:00:00,4.5
1038,DCL,2025-02-23T07:00:00,2025-02-23T11:00:00,5.5
1038,DCL,2025-02-23T11:00:00,2025-02-23T15:00:00,6.19
1038,DCL,2025-02-23T15:00:00,2025-02-23T19:00:00,8.58
1038,DCL,2025-02-23T19:00:00,2025-02-23T23:00:00,6.84
1040,DCH,2025-02-23T23:00:00,2025-02-24T03:00:00,2.56
1040,DCH,2025-02-24T03:00:00,2025-02-24T07:00:00,6.8
1040,DCH,2025-02-24T07:00:00,2025-02-24T11:00:00,8.28
1040,DCH,2025-02-24T11:00:00,2025-02-24T15:00:00,6.58
1040,DCH,2025-02-24T15:00:00,2025-02-24T19:00:00,3.88
1040,DCH,2025-02-24T19:00:00,2025-02-24T23:00:00,3.44
1040,DCL,2025-02-23T23:00:00,2025-02-24T03:00:00,8.63
1040,DCL,2025-02-24T03:00:00,2025-02-24T07:00:00,2.98
1040,DCL,2025-02-24T07:00:00,2025-02-24T11:00:00,3.83
1040,DCL,2025-02-24T11:00:00,2025-02-24T15:00:00,3.2
1040,DCL,2025-02-24T15:00:00,2025-02-24T19:00:00,9.58
1040,DCL,2025-02-24T19:00:00,2025-02-24T23:00:00,3.74
1042,DCH,2025-02-24T23:00:00,2025-02-25T03:00:00,3.93
1042,DCH,2025-02-25T03:00:00,2025-02-25T07:00:00,5.69
1042,DCH,2025-02-25T07:00:00,2025-02-25T11:00:00,1.56
1042,DCH,2025-02-25T11:00:00,2025-02-25T15:00:00,2.02
1042,DCH,2025-02-25T15:00:00,2025-02-25T19:00:00,3.48
1042,DCH,2025-02-25T19:00:00,2025-02-25T23:00:00,1.5
1042,DCL,2025-02-24T23:00:00,2025-02-25T03:00:00,4.69
1042,DCL,2025-02-25T03:00:00,2025-02-25T07:00:00,5
1042,DCL,2025-02-25T07:00:00,2025-02-25T11:00:00,5.58
1042,DCL,2025-02-25T11:00:00,2025-02-25T15:00:00,5.5
1042,DCL,2025-02-25T15:00:00,2025-02-25T19:00:00,6.33
1042,DCL,2025-02-25T19:00:00,2025-02-25T23:00:00,2.75
1044,DCH,2025-02-25T23:00:00,2025-02-26T03:00:00,3.01
1044,DCH,2025-02-26T03:00:00,2025-02-26T07:00:00,3.44
1044,DCH,2025-02-26T07:00:00,2025-02-26T11:00:00,3.24
1044,DCH,2025-02-26T11:00:00,2025-02-26T15:00:00,4.32
1044,DCH,2025-02-26T15:00:00,2025-02-26T19:00:00,3.42
1044,DCH,2025-02-26T19:00:00,2025-02-26T23:00:00,1.25
1044,DCL,2025-02-25T23:00:00,2025-02-26T03:00:00,7.69
1044,DCL,2025-02-26T03:00:00,2025-02-26T07:00:00,6.69
1044,DCL,2025-02-26T07:00:00,2025-02-26T11:00:00,4.5
1044,DCL,2025-02-26T11:00:00,2025-02-26T15:00:00,7.69
1044,DCL,2025-02-26T15:00:00,2025-02-26T19:00:00,4.85
1044,DCL,2025-02-26T19:00:00,2025-02-26T23:00:00,4.39
1046,DCH,2025-02-26T23:00:00,2025-02-27T03:00:00,4.5
1046,DCH,2025-02-27T03:00:00,2025-02-27T07:00:00,2.79
1046,DCH,2025-02-27T07:00:00,2025-02-27T11:00:00,1.95
1046,DCH,2025-02-27T11:00:00,2025-02-27T15:00:00,4.95
1046,DCH,2025-02-27T15:00:00,2025-02-27T19:00:00,4.19
1046,DCH,2025-02-27T19:00:00,2025-02-27T23:00:00,1.25
1046,DCL,2025-02-26T23:00:00,2025-02-27T03:00:00,2.98
1046,DCL,2025-02-27T03:00:00,2025-02-27T07:00:00,4.69
1046,DCL,2025-02-27T07:00:00,2025-02-27T11:00:00,6
1046,DCL,2025-02-27T11:00:00,2025-02-27T15:00:00,2.53
1046,DCL,2025-02-27T15:00:00,2025-02-27T19:00:00,6.49
1046,DCL,2025-02-27T19:00:00,2025-02-27T23:00:00,3.05
1048,DCH,2025-02-27T23:00:00,2025-02-28T03:00:00,3.26
1048,DCH,2025-02-28T03:00:00,2025-02-28T07:00:00,3.38
1048,DCH,2025-02-28T07:00:00,2025-02-28T11:00:00,0.92
1048,DCH,2025-02-28T11:00:00,2025-02-28T15:00:00,3.92
1048,DCH,2025-02-28T15:00:00,2025-02-28T19:00:00,3.86
1048,DCH,2025-02-28T19:00:00,2025-02-28T23:00:00,1.82
1048,DCL,2025-02-27T23:00:00,2025-02-28T03:00:00,4
1048,DCL,2025-02-28T03:00:00,2025-02-28T07:00:00,2.8
1048,DCL,2025-02-28T07:00:00,2025-02-28T11:00:00,7.6
1048,DCL,2025-02-28T11:00:00,2025-02-28T15:00:00,3.34
1048,DCL,2025-02-28T15:00:00,2025-02-28T19:00:00,6.62
1048,DCL,2025-02-28T19:00:00,2025-02-28T23:00:00,5.2
1050,DCH,2025-02-28T23:00:00,2025-03-01T03:00:00,1.2
1050,DCH,2025-03-01T03:00:00,2025-03-01T07:00:00,1.44
1050,DCH,2025-03-01T07:00:00,2025-03-01T11:00:00,1
1050,DCH,2025-03-01T11:00:00,2025-03-01T15:00:00,1.14
1050,DCH,2025-03-01T15:00:00,2025-03-01T19:00:00,0.9
1050,DCH,2025-03-01T19:00:00,2025-03-01T23:00:00,1.2
1050,DCL,2025-02-28T23:00:00,2025-03-01T03:00:00,3.25
1050,DCL,2025-03-01T03:00:00,2025-03-01T07:00:00,3.67
1050,DCL,2025-03-01T07:00:00,2025-03-01T11:00:00,4
1050,DCL,2025-03-01T11:00:00,2025-03-01T15:00:00,6.5
1050,DCL,2025-03-01T15:00:00,2025-03-01T19:00:00,7.15
1050,DCL,2025-03-01T19:00:00,2025-03-01T23:00:00,3.78
1052,DCH,2025-03-01T23:00:00,2025-03-02T03:00:00,1.28
1052,DCH,2025-03-02T03:00:00,2025-03-02T07:00:00,1.29
1052,DCH,2025-03-02T07:00:00,2025-03-02T11:00:00,1.06
1052,DCH,2025-03-02T11:00:00,2025-03-02T15:00:00,4.7
1052,DCH,2025-03-02T15:00:00,2025-03-02T19:00:00,1.02
1052,DCH,2025-03-02T19:00:00,2025-03-02T23:00:00,1.1
1052,DCL,2025-03-01T23:00:00,2025-03-02T03:00:00,1.8
1052,DCL,2025-03-02T03:00:00,2025-03-02T07:00:00,2.07
1052,DCL,2025-03-02T07:00:00,2025-03-02T11:00:00,2.29
1052,DCL,2025-03-02T11:00:00,2025-03-02T15:00:00,3.21
1052,DCL,2025-03-02T15:00:00,2025-03-02T19:00:00,7.69
1052,DCL,2025-03-02T19:00:00,2025-03-02T23:00:00,3.54
1054,DCH,2025-03-02T23:00:00,2025-03-03T03:00:00,2.95
1054,DCH,2025-03-03T03:00:00,2025-03-03T07:00:00,2.48
1054,DCH,2025-03-03T07:00:00,2025-03-03T11:00:00,1.91
1054,DCH,2025-03-03T11:00:00,2025-03-03T15:00:00,2.2
1054,DCH,2025-03-03T15:00:00,2025-03-03T19:00:00,2.42
1054,DCH,2025-03-03T19:00:00,2025-03-03T23:00:00,1.25
1054,DCL,2025-03-02T23:00:00,2025-03-03T03:00:00,5.81
1054,DCL,2025-03-03T03:00:00,2025-03-03T07:00:00,5.36
1054,DCL,2025-03-03T07:00:00,2025-03-03T11:00:00,5
1054,DCL,2025-03-03T11:00:00,2025-03-03T15:00:00,4.36
1054,DCL,2025-03-03T15:00:00,2025-03-03T19:00:00,8.69
1054,DCL,2025-03-03T19:00:00,2025-03-03T23:00:00,4.69
1056,DCH,2025-03-03T23:00:00,2025-03-04T03:00:00,1.51
1056,DCH,2025-03-04T03:00:00,2025-03-04T07:00:00,3.7
1056,DCH,2025-03-04T07:00:00,2025-03-04T11:00:00,3.22
1056,DCH,2025-03-04T11:00:00,2025-03-04T15:00:00,8.8
1056,DCH,2025-03-04T15:00:00,2025-03-04T19:00:00,7.5
1056,DCH,2025-03-04T19:00:00,2025-03-04T23:00:00,1.89
1056,DCL,2025-03-03T23:00:00,2025-03-04T03:00:00,4.22
1056,DCL,2025-03-04T03:00:00,2025-03-04T07:00:00,4
1056,DCL,2025-03-04T07:00:00,2025-03-04T11:00:00,7.3
1056,DCL,2025-03-04T11:00:00,2025-03-04T15:00:00,3.32
1056,DCL,2025-03-04T15:00:00,2025-03-04T19:00:00,8.78
1056,DCL,2025-03-04T19:00:00,2025-03-04T23:00:00,5.5
1058,DCH,2025-03-04T23:00:00,2025-03-05T03:00:00,3.1
1058,DCH,2025-03-05T03:00:00,2025-03-05T07:00:00,4.75
1058,DCH,2025-03-05T07:00:00,2025-03-05T11:00:00,0.96
1058,DCH,2025-03-05T11:00:00,2025-03-05T15:00:00,10.11
1058,DCH,2025-03-05T15:00:00,2025-03-05T19:00:00,3.42
1058,DCH,2025-03-05T19:00:00,2025-03-05T23:00:00,4.44
1058,DCL,2025-03-04T23:00:00,2025-03-05T03:00:00,5.69
1058,DCL,2025-03-05T03:00:00,2025-03-05T07:00:00,7.4
1058,DCL,2025-03-05T07:00:00,2025-03-05T11:00:00,9.74
1058,DCL,2025-03-05T11:00:00,2025-03-05T15:00:00,3.98
1058,DCL,2025-03-05T15:00:00,2025-03-05T19:00:00,11.5
1058,DCL,2025-03-05T19:00:00,2025-03-05T23:00:00,7.22
1060,DCH,2025-03-05T23:00:00,2025-03-06T03:00:00,2.75
1060,DCH,2025-03-06T03:00:00,2025-03-06T07:00:00,5
1060,DCH,2025-03-06T07:00:00,2025-03-06T11:00:00,0.97
1060,DCH,2025-03-06T11:00:00,2025-03-06T15:00:00,7.5
