EFA Date,EFA,Clearing Price
03/07/2022,2,2.45
03/07/2022,3,2.45
03/07/2022,4,1.95
03/07/2022,5,4.65
03/07/2022,6,3
04/07/2022,1,3.27
04/07/2022,2,2.93
04/07/2022,3,2.45
04/07/2022,4,2.45
04/07/2022,5,3
04/07/2022,6,0.98
05/07/2022,1,6.69
05/07/2022,2,6.69
05/07/2022,3,2.45
05/07/2022,4,3.95
05/07/2022,5,3.48
05/07/2022,6,2.8
06/07/2022,1,7.9
06/07/2022,2,2.4
06/07/2022,3,2.32
06/07/2022,4,2.45
06/07/2022,5,7.9
06/07/2022,6,2.8
07/07/2022,1,4.06
07/07/2022,2,3.24
07/07/2022,3,3.8
07/07/2022,4,2.68
07/07/2022,5,2.3
07/07/2022,6,2.91
08/07/2022,1,0.98
08/07/2022,2,2.31
08/07/2022,3,0.8
08/07/2022,4,0.8
08/07/2022,5,0.8
08/07/2022,6,0.8
09/07/2022,1,9.9
09/07/2022,2,9.9
09/07/2022,3,6.9
09/07/2022,4,6.19
09/07/2022,5,8.6
09/07/2022,6,3.95
10/07/2022,1,8.95
10/07/2022,2,11.69
10/07/2022,3,6.95
10/07/2022,4,8.9
10/07/2022,5,11.29
10/07/2022,6,7.18
11/07/2022,1,2.5
11/07/2022,2,0.89
11/07/2022,3,0.8
11/07/2022,4,0.8
11/07/2022,5,0.8
11/07/2022,6,4.7
12/07/2022,1,6.9
12/07/2022,2,6.9
12/07/2022,3,2.32
12/07/2022,4,0.93
12/07/2022,5,2
12/07/2022,6,3
13/07/2022,1,6.9
13/07/2022,2,5
13/07/2022,3,1.95
13/07/2022,4,1.95
13/07/2022,5,5
13/07/2022,6,3.95
14/07/2022,1,9.9
14/07/2022,2,6.9
14/07/2022,3,1.95
14/07/2022,4,0.5
14/07/2022,5,5.79
14/07/2022,6,3.95
15/07/2022,1,2.95
15/07/2022,2,0.8
15/07/2022,3,0.8
15/07/2022,4,0.8
15/07/2022,5,0.8
15/07/2022,6,0.8
16/07/2022,1,0.8
16/07/2022,2,0.8
16/07/2022,3,0.8
16/07/2022,4,0.8
16/07/2022,5,0.8
16/07/2022,6,0.8
17/07/2022,1,1.05
17/07/2022,2,2.18
17/07/2022,3,0.8
17/07/2022,4,0.8
17/07/2022,5,0.8
17/07/2022,6,0.8
18/07/2022,1,0.98
18/07/2022,2,3.43
18/07/2022,3,0.8
18/07/2022,4,0.8
18/07/2022,5,0.8
18/07/2022,6,0.8
19/07/2022,1,0.8
19/07/2022,2,0.8
19/07/2022,3,0.8
19/07/2022,4,0.8
19/07/2022,5,0.8
19/07/2022,6,0.8
20/07/2022,1,2.45
20/07/2022,2,3.49
20/07/2022,3,0.8
20/07/2022,4,0.74
20/07/2022,5,6.95
20/07/2022,6,2
21/07/2022,1,8.95
21/07/2022,2,9.69
21/07/2022,3,1.95
21/07/2022,4,0.95
21/07/2022,5,7.14
21/07/2022,6,9.69
22/07/2022,1,0.95
22/07/2022,2,0.8
22/07/2022,3,2.38
22/07/2022,4,0.8
22/07/2022,5,0.8
22/07/2022,6,0.8
23/07/2022,1,0.8
23/07/2022,2,0.8
23/07/2022,3,0.8
23/07/2022,4,0.8
23/07/2022,5,0.95
23/07/2022,6,0.95
24/07/2022,1,0.95
24/07/2022,2,0.8
24/07/2022,3,0.8
24/07/2022,4,0.95
24/07/2022,5,2.51
24/07/2022,6,2
25/07/2022,1,0.95
25/07/2022,2,0.8
25/07/2022,3,1.54
25/07/2022,4,0.8
25/07/2022,5,0.8
25/07/2022,6,0.8
26/07/2022,1,1.95
26/07/2022,2,3.49
26/07/2022,3,0.8
26/07/2022,4,0.8
26/07/2022,5,0.8
26/07/2022,6,0.8
27/07/2022,1,2.12
27/07/2022,2,1.9
27/07/2022,3,0.8
27/07/2022,4,0.8
27/07/2022,5,0.8
27/07/2022,6,2.5
28/07/2022,1,4.96
28/07/2022,2,3.49
28/07/2022,3,0.84
28/07/2022,4,0.84
28/07/2022,5,0.84
28/07/2022,6,2
29/07/2022,1,5.4
29/07/2022,2,3.49
29/07/2022,3,0.77
29/07/2022,4,0.77
29/07/2022,5,0.77
29/07/2022,6,0.91
30/07/2022,1,0.95
30/07/2022,2,0.79
30/07/2022,3,1.01
30/07/2022,4,1.67
30/07/2022,5,0.8
30/07/2022,6,0.79
31/07/2022,1,0.86
31/07/2022,2,0.92
31/07/2022,3,0.86
31/07/2022,4,0.86
31/07/2022,5,0.86
31/07/2022,6,0.86
01/08/2022,1,4.94
01/08/2022,2,4.94
01/08/2022,3,1.95
01/08/2022,4,4.39
01/08/2022,5,3.49
01/08/2022,6,3.62
02/08/2022,1,0.98
02/08/2022,2,0.88
02/08/2022,3,0.88
02/08/2022,4,0.88
02/08/2022,5,0.88
02/08/2022,6,0.88
03/08/2022,1,0.95
03/08/2022,2,0.95
03/08/2022,3,0.95
03/08/2022,4,1.25
03/08/2022,5,0.85
03/08/2022,6,0.85
04/08/2022,1,0.86
04/08/2022,2,0.86
04/08/2022,3,0.86
04/08/2022,4,0.86
04/08/2022,5,0.8
04/08/2022,6,0.4
05/08/2022,1,1.25
05/08/2022,2,2.04
05/08/2022,3,5.98
05/08/2022,4,6.9
05/08/2022,5,5.34
05/08/2022,6,0.78
06/08/2022,1,1.25
06/08/2022,2,2
06/08/2022,3,1.5
06/08/2022,4,2.68
06/08/2022,5,2
06/08/2022,6,0.95
07/08/2022,1,2.05
07/08/2022,2,2.5
07/08/2022,3,2.37
07/08/2022,4,6.02
07/08/2022,5,2.51
07/08/2022,6,0.95
08/08/2022,1,2.21
08/08/2022,2,2.5
08/08/2022,3,0.95
08/08/2022,4,0.95
08/08/2022,5,0.88
08/08/2022,6,0.88
09/08/2022,1,1.5
09/08/2022,2,2.5
09/08/2022,3,1.1
09/08/2022,4,2
09/08/2022,5,1.16
09/08/2022,6,0.91
10/08/2022,1,0.98
10/08/2022,2,1.86
10/08/2022,3,0.95
10/08/2022,4,0.95
10/08/2022,5,0.8
10/08/2022,6,2
11/08/2022,1,3.88
11/08/2022,2,2.56
11/08/2022,3,1.67
11/08/2022,4,1.25
11/08/2022,5,0.98
11/08/2022,6,0.95
12/08/2022,1,3.84
12/08/2022,2,4.9
12/08/2022,3,2
12/08/2022,4,4.29
12/08/2022,5,1.5
12/08/2022,6,0.95
13/08/2022,1,0.95
13/08/2022,2,0.95
13/08/2022,3,1.5
13/08/2022,4,2
13/08/2022,5,2.51
13/08/2022,6,0.95
14/08/2022,1,0.98
14/08/2022,2,1.12
14/08/2022,3,1.5
14/08/2022,4,2
14/08/2022,5,1.41
14/08/2022,6,0.95
15/08/2022,2,4.9
15/08/2022,3,1.41
15/08/2022,4,1.65
15/08/2022,5,0.95
15/08/2022,6,2.86
16/08/2022,1,4.9
16/08/2022,2,7.1
16/08/2022,3,6.03
16/08/2022,4,2
16/08/2022,5,1.49
16/08/2022,6,6.9
17/08/2022,1,7.61
17/08/2022,2,7.26
17/08/2022,3,6.9
17/08/2022,4,3.95
17/08/2022,5,1.25
17/08/2022,6,7.9
18/08/2022,1,5.95
18/08/2022,2,0.95
18/08/2022,3,0.94
18/08/2022,4,2.83
18/08/2022,5,0.94
18/08/2022,6,2.59
19/08/2022,1,8.1
19/08/2022,2,9.2
19/08/2022,3,2.39
19/08/2022,4,1.86
19/08/2022,5,6.9
19/08/2022,6,2
20/08/2022,1,3.95
20/08/2022,2,3.99
20/08/2022,3,3.9
20/08/2022,4,5.3
20/08/2022,5,6.9
20/08/2022,6,1.1
21/08/2022,1,3.1
21/08/2022,2,3.99
21/08/2022,3,2
21/08/2022,4,3.31
21/08/2022,5,2.46
21/08/2022,6,0.99
22/08/2022,1,6.69
22/08/2022,2,6.69
22/08/2022,3,5.33
22/08/2022,4,0.98
22/08/2022,5,1.02
22/08/2022,6,1.49
23/08/2022,1,4.95
23/08/2022,2,6.22
23/08/2022,3,3.95
23/08/2022,4,5.38
23/08/2022,5,4.15
23/08/2022,6,4.21
24/08/2022,1,2.95
24/08/2022,2,18.58
24/08/2022,3,2.32
24/08/2022,4,2
24/08/2022,5,2.32
24/08/2022,6,0.97
25/08/2022,1,3.95
25/08/2022,2,11.29
25/08/2022,3,0.97
25/08/2022,4,0.97
25/08/2022,5,1.95
25/08/2022,6,1.95
26/08/2022,1,7.37
26/08/2022,2,11.5
26/08/2022,3,1
26/08/2022,4,1
26/08/2022,5,7.58
26/08/2022,6,6.5
27/08/2022,1,2.95
27/08/2022,2,2.95
27/08/2022,3,1
27/08/2022,4,1
27/08/2022,5,1
27/08/2022,6,1
28/08/2022,1,2.95
28/08/2022,2,7.95
28/08/2022,3,1
28/08/2022,4,0.97
28/08/2022,5,0.97
28/08/2022,6,0.97
29/08/2022,1,3.76
29/08/2022,2,24.77
29/08/2022,3,7.75
29/08/2022,4,1.86
29/08/2022,5,8.55
29/08/2022,6,4.82
30/08/2022,1,18.45
30/08/2022,2,18.13
30/08/2022,3,2.43
30/08/2022,4,1.72
30/08/2022,5,0.99
30/08/2022,6,0.99
31/08/2022,1,12.84
31/08/2022,2,9.2
31/08/2022,3,0.95
31/08/2022,4,1.49
31/08/2022,5,0.95
31/08/2022,6,3.3
01/09/2022,1,12.86
01/09/2022,2,16.45
01/09/2022,3,4.12
01/09/2022,4,4.37
01/09/2022,5,1.75
01/09/2022,6,2
02/09/2022,1,10
02/09/2022,2,13.9
02/09/2022,3,7.01
02/09/2022,4,2.36
02/09/2022,5,0.8
02/09/2022,6,0.95
03/09/2022,1,3.95
03/09/2022,2,7.04
03/09/2022,3,0.8
03/09/2022,4,2.34
03/09/2022,5,0.95
03/09/2022,6,0.95
04/09/2022,1,7.55
04/09/2022,2,4.93
04/09/2022,3,2.76
04/09/2022,4,2.62
04/09/2022,5,3.49
04/09/2022,6,6.35
05/09/2022,1,8.6
05/09/2022,2,7.23
05/09/2022,3,3.11
05/09/2022,4,1.5
05/09/2022,5,0.95
05/09/2022,6,0.95
06/09/2022,1,5.12
06/09/2022,2,14.5
06/09/2022,3,0.82
06/09/2022,4,1.49
06/09/2022,5,0.95
06/09/2022,6,0.82
07/09/2022,1,5.54
07/09/2022,2,6.62
07/09/2022,3,5.78
07/09/2022,4,5.74
07/09/2022,5,2.51
07/09/2022,6,5.96
08/09/2022,1,3.8
08/09/2022,2,7.45
08/09/2022,3,0.92
08/09/2022,4,0.92
08/09/2022,5,0.92
08/09/2022,6,0.92
09/09/2022,1,9.95
09/09/2022,2,10
09/09/2022,3,0.94
09/09/2022,4,1.86
09/09/2022,5,0.94
09/09/2022,6,2.16
10/09/2022,1,10.85
10/09/2022,2,12.39
10/09/2022,3,2.59
10/09/2022,4,1.35
10/09/2022,5,2
10/09/2022,6,0.88
11/09/2022,1,3.25
11/09/2022,2,10.4
11/09/2022,3,2.59
11/09/2022,4,2.62
11/09/2022,5,2
11/09/2022,6,2.5
12/09/2022,1,7.32
12/09/2022,2,3.01
12/09/2022,3,0.86
12/09/2022,4,1.5
12/09/2022,5,0.85
12/09/2022,6,0.85
13/09/2022,1,9.7
13/09/2022,2,18.4
13/09/2022,3,0.88
13/09/2022,4,0.95
13/09/2022,5,2.5
13/09/2022,6,2.7
14/09/2022,1,13.2
14/09/2022,2,16
14/09/2022,3,2.95
14/09/2022,4,12
14/09/2022,5,5.95
14/09/2022,6,3.53
15/09/2022,1,13
15/09/2022,2,14.38
15/09/2022,3,2.95
15/09/2022,4,5.95
15/09/2022,5,3.14
15/09/2022,6,5.11
16/09/2022,1,8.23
16/09/2022,2,11.98
16/09/2022,3,2.95
16/09/2022,4,2.62
16/09/2022,5,2
16/09/2022,6,3.26
17/09/2022,1,2.88
17/09/2022,2,5.95
17/09/2022,3,0.8
17/09/2022,4,3.87
17/09/2022,5,3.88
17/09/2022,6,3.42
18/09/2022,1,4.53
18/09/2022,2,5.3
18/09/2022,3,2.95
18/09/2022,4,3.66
18/09/2022,5,3.88
18/09/2022,6,4.18
19/09/2022,1,17.5
19/09/2022,2,19.5
19/09/2022,3,14.45
19/09/2022,4,13.5
19/09/2022,5,14.8
19/09/2022,6,14.45
20/09/2022,1,3
20/09/2022,2,5.67
20/09/2022,3,2.03
20/09/2022,4,1.86
20/09/2022,5,2.31
20/09/2022,6,3.92
21/09/2022,1,3.8
21/09/2022,2,3.8
21/09/2022,3,5.9
21/09/2022,4,2.51
21/09/2022,5,0.8
21/09/2022,6,3.48
22/09/2022,1,3.07
22/09/2022,2,5.96
22/09/2022,3,3
22/09/2022,4,2.22
22/09/2022,5,0.86
22/09/2022,6,3.24
23/09/2022,1,2.95
23/09/2022,2,7.5
23/09/2022,3,2.34
23/09/2022,4,0.8
23/09/2022,5,1.61
23/09/2022,6,1.67
24/09/2022,1,3
24/09/2022,2,4.9
24/09/2022,3,2.13
24/09/2022,4,1.84
24/09/2022,5,1.72
24/09/2022,6,0.95
25/09/2022,1,3.17
25/09/2022,2,4.9
25/09/2022,3,0.91
25/09/2022,4,2.14
25/09/2022,5,1.61
25/09/2022,6,2.5
26/09/2022,1,1.61
26/09/2022,2,1.92
26/09/2022,3,0.88
26/09/2022,4,0.88
26/09/2022,5,1.5
26/09/2022,6,1.67
27/09/2022,1,9.45
27/09/2022,2,10
27/09/2022,3,1
27/09/2022,4,1
27/09/2022,5,1.01
27/09/2022,6,2.16
28/09/2022,1,4.06
28/09/2022,2,11.86
28/09/2022,3,1.11
28/09/2022,4,1.11
28/09/2022,5,1.11
28/09/2022,6,1.91
29/09/2022,1,9.2
29/09/2022,2,10
29/09/2022,3,6.4
29/09/2022,4,9.2
29/09/2022,5,4.91
29/09/2022,6,9.2
30/09/2022,1,4.59
30/09/2022,2,9.4
30/09/2022,3,0.8
30/09/2022,4,8.9
30/09/2022,5,2.22
30/09/2022,6,4.89
01/10/2022,1,1.5
01/10/2022,2,1.58
01/10/2022,3,1.29
01/10/2022,4,0.99
01/10/2022,5,0.99
01/10/2022,6,0.99
02/10/2022,1,1.5
02/10/2022,2,2.51
02/10/2022,3,0.88
02/10/2022,4,0.88
02/10/2022,5,0.88
02/10/2022,6,1.71
03/10/2022,1,1.61
03/10/2022,2,2
03/10/2022,3,0.88
03/10/2022,4,0.88
03/10/2022,5,0.89
03/10/2022,6,0.88
04/10/2022,1,1.72
04/10/2022,2,5.03
04/10/2022,3,0.97
04/10/2022,4,0.97
04/10/2022,5,0.97
04/10/2022,6,1.87
05/10/2022,1,2
05/10/2022,2,6.72
05/10/2022,3,0.95
05/10/2022,4,1.85
05/10/2022,5,2.2
05/10/2022,6,2.9
06/10/2022,1,1.33
06/10/2022,2,4.27
06/10/2022,3,0.95
06/10/2022,4,0.95
06/10/2022,5,0.95
06/10/2022,6,1.87
07/10/2022,1,2
07/10/2022,2,13
07/10/2022,3,2
07/10/2022,4,2
07/10/2022,5,4.9
07/10/2022,6,1.88
08/10/2022,1,1.57
08/10/2022,2,2
08/10/2022,3,2.29
08/10/2022,4,1.89
08/10/2022,5,0.88
08/10/2022,6,0.88
09/10/2022,1,1.32
09/10/2022,2,1.12
09/10/2022,3,2.5
09/10/2022,4,2.7
09/10/2022,5,2.89
09/10/2022,6,5.02
10/10/2022,1,2.32
10/10/2022,2,7.8
10/10/2022,3,1.43
10/10/2022,4,1.01
10/10/2022,5,1.01
10/10/2022,6,1.01
11/10/2022,1,0.8
11/10/2022,2,0.8
11/10/2022,3,0.01
11/10/2022,4,1.11
11/10/2022,5,1.5
11/10/2022,6,0.8
12/10/2022,1,1.66
12/10/2022,2,5.16
12/10/2022,3,0.8
12/10/2022,4,0.8
12/10/2022,5,3.42
12/10/2022,6,3.13
13/10/2022,1,1.08
13/10/2022,2,2.9
13/10/2022,3,0.5
13/10/2022,4,1.77
13/10/2022,5,0.8
13/10/2022,6,1.31
14/10/2022,1,1.08
14/10/2022,2,1.11
14/10/2022,3,0.01
14/10/2022,4,0.8
14/10/2022,5,0.01
14/10/2022,6,0.8
15/10/2022,1,1.2
15/10/2022,2,1.2
15/10/2022,3,1.2
15/10/2022,4,1.2
15/10/2022,5,1.2
15/10/2022,6,1.2
16/10/2022,1,3.9
16/10/2022,2,5.59
16/10/2022,3,2.02
16/10/2022,4,5.11
16/10/2022,5,2.26
16/10/2022,6,5.43
17/10/2022,1,1.5
17/10/2022,2,1.62
17/10/2022,3,0.94
17/10/2022,4,1.24
17/10/2022,5,6.15
17/10/2022,6,0.94
18/10/2022,1,4.86
18/10/2022,2,6.33
18/10/2022,3,0.88
18/10/2022,4,1.24
18/10/2022,5,2.3
18/10/2022,6,1.9
19/10/2022,1,5.45
19/10/2022,2,4.45
19/10/2022,3,4.83
19/10/2022,4,1.65
19/10/2022,5,1.25
19/10/2022,6,5.23
20/10/2022,1,3.9
20/10/2022,2,3
20/10/2022,3,0.93
20/10/2022,4,0.93
20/10/2022,5,1
20/10/2022,6,0.93
21/10/2022,1,0.83
21/10/2022,2,1.11
21/10/2022,3,0.83
21/10/2022,4,0.83
21/10/2022,5,1.44
21/10/2022,6,1.4
22/10/2022,1,6.54
22/10/2022,2,7.79
22/10/2022,3,2
22/10/2022,4,5.36
22/10/2022,5,2
22/10/2022,6,1.46
23/10/2022,1,1.95
23/10/2022,2,1.73
23/10/2022,3,3.02
23/10/2022,4,2.68
23/10/2022,5,3.69
23/10/2022,6,1.46
24/10/2022,1,1.33
24/10/2022,2,1.16
24/10/2022,3,0.83
24/10/2022,4,4.56
24/10/2022,5,1.62
24/10/2022,6,4.29
25/10/2022,1,2
25/10/2022,2,2.39
25/10/2022,3,0.8
25/10/2022,4,0.8
25/10/2022,5,0.59
25/10/2022,6,0.83
26/10/2022,1,0.94
26/10/2022,2,0.94
26/10/2022,3,0.94
26/10/2022,4,1.67
26/10/2022,5,1.01
26/10/2022,6,2.4
27/10/2022,1,1.96
27/10/2022,2,1.67
27/10/2022,3,0.57
27/10/2022,4,0.5
27/10/2022,5,0.81
27/10/2022,6,0.5
28/10/2022,1,3.75
28/10/2022,2,2.83
28/10/2022,3,2.5
28/10/2022,4,2.37
28/10/2022,5,3.4
28/10/2022,6,1.58
29/10/2022,1,3.4
29/10/2022,2,2.2
29/10/2022,3,0.95
29/10/2022,4,2
29/10/2022,5,0.95
29/10/2022,6,2.17
30/10/2022,1,2
30/10/2022,2,2
30/10/2022,3,1.06
30/10/2022,4,2
30/10/2022,5,1
30/10/2022,6,2
31/10/2022,1,2.05
31/10/2022,2,4.32
31/10/2022,3,0.8
31/10/2022,4,0.8
31/10/2022,5,0.8
31/10/2022,6,0.8
01/11/2022,1,10.46
01/11/2022,2,9.85
01/11/2022,3,4.75
01/11/2022,4,7.9
01/11/2022,5,9.05
01/11/2022,6,3.4
02/11/2022,1,4.91
02/11/2022,2,3.4
02/11/2022,3,1.18
02/11/2022,4,3.71
02/11/2022,5,1.18
02/11/2022,6,2.93
03/11/2022,1,4.99
03/11/2022,2,4.05
03/11/2022,3,0.5
03/11/2022,4,0.32
03/11/2022,5,0.01
03/11/2022,6,0.01
04/11/2022,1,3.4
04/11/2022,2,0.5
04/11/2022,3,0.57
04/11/2022,4,0.48
04/11/2022,5,1.05
04/11/2022,6,0.1
05/11/2022,1,1.66
05/11/2022,2,1.85
05/11/2022,3,0.58
05/11/2022,4,1.06
05/11/2022,5,0.5
05/11/2022,6,3.25
06/11/2022,1,3.25
06/11/2022,2,3.24
06/11/2022,3,3.4
06/11/2022,4,2.72
06/11/2022,5,0.5
06/11/2022,6,2.36
07/11/2022,1,7.33
07/11/2022,2,6.84
07/11/2022,3,0.58
07/11/2022,4,2.03
07/11/2022,5,0.25
07/11/2022,6,3.25
08/11/2022,1,3.98
08/11/2022,2,0.87
08/11/2022,3,0.58
08/11/2022,4,1.03
08/11/2022,5,0.5
08/11/2022,6,1.16
09/11/2022,1,3.37
09/11/2022,2,6.16
09/11/2022,3,5.19
09/11/2022,4,2
09/11/2022,5,0.5
09/11/2022,6,2.9
10/11/2022,1,4.95
10/11/2022,2,7.57
10/11/2022,3,2
10/11/2022,4,1.06
10/11/2022,5,3.16
10/11/2022,6,4.95
11/11/2022,1,5.6
11/11/2022,2,14.45
11/11/2022,3,3.8
11/11/2022,4,5.4
11/11/2022,5,4.9
11/11/2022,6,3.25
12/11/2022,1,1.97
12/11/2022,2,1.93
12/11/2022,3,0.63
12/11/2022,4,1.78
12/11/2022,5,0.5
12/11/2022,6,1.46
13/11/2022,1,2
13/11/2022,2,1.97
13/11/2022,3,2.7
13/11/2022,4,3.22
13/11/2022,5,3.9
13/11/2022,6,1.5
14/11/2022,1,4.65
14/11/2022,2,4.65
14/11/2022,3,0.63
14/11/2022,4,1.06
14/11/2022,5,0.5
14/11/2022,6,1.46
15/11/2022,1,0.86
15/11/2022,2,1.66
15/11/2022,3,0.81
15/11/2022,4,0.5
15/11/2022,5,0.8
15/11/2022,6,0.94
16/11/2022,1,1.5
16/11/2022,2,0.97
16/11/2022,3,0.67
16/11/2022,4,0.5
16/11/2022,5,0.7
16/11/2022,6,0.5
17/11/2022,1,1.99
17/11/2022,2,4.17
17/11/2022,3,0.76
17/11/2022,4,0.5
17/11/2022,5,0.87
17/11/2022,6,0.5
18/11/2022,1,3.39
18/11/2022,2,4.67
18/11/2022,3,0.79
18/11/2022,4,0.74
18/11/2022,5,0.7
18/11/2022,6,0.7
19/11/2022,1,2
19/11/2022,2,1.88
19/11/2022,3,0.8
19/11/2022,4,0.8
19/11/2022,5,0.8
19/11/2022,6,3.17
20/11/2022,1,2
20/11/2022,2,1.89
20/11/2022,3,0.8
20/11/2022,4,0.74
20/11/2022,5,0.03
20/11/2022,6,0.09
21/11/2022,1,0.44
21/11/2022,2,1.87
21/11/2022,3,0.44
21/11/2022,4,0.32
21/11/2022,5,0.01
21/11/2022,6,0.44
22/11/2022,1,0.66
22/11/2022,2,10.65
22/11/2022,3,0.78
22/11/2022,4,0.5
22/11/2022,5,0.03
22/11/2022,6,0.4
23/11/2022,1,1.99
23/11/2022,2,3.18
23/11/2022,3,0.7
23/11/2022,4,0.97
23/11/2022,5,2.18
23/11/2022,6,0.7
24/11/2022,1,3.52
24/11/2022,2,5.6
24/11/2022,3,0.88
24/11/2022,4,0.55
24/11/2022,5,0.55
24/11/2022,6,0.55
25/11/2022,1,20
25/11/2022,2,20
25/11/2022,3,10.45
25/11/2022,4,10
25/11/2022,5,13.36
25/11/2022,6,11
26/11/2022,1,10.7
26/11/2022,2,20.45
26/11/2022,3,1.59
26/11/2022,4,2.49
26/11/2022,5,2.1
26/11/2022,6,2.1
27/11/2022,1,3.74
27/11/2022,2,6.95
27/11/2022,3,6.71
27/11/2022,4,2.93
27/11/2022,5,1.49
27/11/2022,6,0.66
28/11/2022,1,12.53
28/11/2022,2,18.54
28/11/2022,3,0.88
28/11/2022,4,0.88
28/11/2022,5,48.76
28/11/2022,6,0.88
29/11/2022,1,1.15
29/11/2022,2,7.72
29/11/2022,3,0.69
29/11/2022,4,0.86
29/11/2022,5,0.01
29/11/2022,6,0.01
30/11/2022,1,5.76
30/11/2022,2,19.69
30/11/2022,3,23.13
30/11/2022,4,6.6
30/11/2022,5,16.95
30/11/2022,6,0.88
01/12/2022,1,0.8
01/12/2022,2,5.9
01/12/2022,3,0.8
01/12/2022,4,0.89
01/12/2022,5,0
01/12/2022,6,0.8
02/12/2022,1,0.64
02/12/2022,2,4.91
02/12/2022,3,0.5
02/12/2022,4,0.5
02/12/2022,5,0.01
02/12/2022,6,0.5
03/12/2022,1,2.4
03/12/2022,2,6.68
03/12/2022,3,2.9
03/12/2022,4,1
03/12/2022,5,0.5
03/12/2022,6,1.95
04/12/2022,1,0.78
04/12/2022,2,8.31
04/12/2022,3,2.2
04/12/2022,4,0.5
04/12/2022,5,0.5
04/12/2022,6,1.37
05/12/2022,1,17.52
05/12/2022,2,29.95
05/12/2022,3,2.09
05/12/2022,4,1.5
05/12/2022,5,1.98
05/12/2022,6,2.78
06/12/2022,1,21.12
06/12/2022,2,30.51
06/12/2022,3,9.92
06/12/2022,4,7.64
06/12/2022,5,8.77
06/12/2022,6,12
07/12/2022,1,19.95
07/12/2022,2,16.4
07/12/2022,3,0.5
07/12/2022,4,1.5
07/12/2022,5,0.01
07/12/2022,6,0.5
08/12/2022,1,0.8
08/12/2022,2,0.8
08/12/2022,3,1.5
08/12/2022,4,0.32
08/12/2022,5,0
08/12/2022,6,0
09/12/2022,1,1.5
09/12/2022,2,22.9
09/12/2022,3,10.66
09/12/2022,4,4.56
09/12/2022,5,6.9
09/12/2022,6,5.44
10/12/2022,1,0.8
10/12/2022,2,0.8
10/12/2022,3,0.8
10/12/2022,4,0.9
10/12/2022,5,0.03
10/12/2022,6,0.8
11/12/2022,1,5
11/12/2022,2,19.99
11/12/2022,3,8.95
11/12/2022,4,17.32
11/12/2022,5,11.66
11/12/2022,6,2.74
12/12/2022,1,0.8
12/12/2022,2,28.74
12/12/2022,3,5.19
12/12/2022,4,0.8
12/12/2022,5,13.11
12/12/2022,6,0.8
13/12/2022,1,1.33
13/12/2022,2,22.32
13/12/2022,3,1.5
13/12/2022,4,3.85
13/12/2022,5,12.27
13/12/2022,6,1
14/12/2022,1,0.88
14/12/2022,2,9.4
14/12/2022,3,1.5
14/12/2022,4,0.55
14/12/2022,5,1.12
14/12/2022,6,0.88
15/12/2022,1,3.95
15/12/2022,2,13.33
15/12/2022,3,1.83
15/12/2022,4,1.02
15/12/2022,5,1.16
15/12/2022,6,1.01
16/12/2022,1,0.25
16/12/2022,2,0.08
16/12/2022,3,0.01
16/12/2022,4,1.03
16/12/2022,5,0
16/12/2022,6,0
17/12/2022,1,0.5
17/12/2022,2,0.8
17/12/2022,3,0.9
17/12/2022,4,0.01
17/12/2022,5,0
17/12/2022,6,0.9
18/12/2022,1,2.95
18/12/2022,2,2.95
18/12/2022,3,2.1
18/12/2022,4,1.12
18/12/2022,5,1
18/12/2022,6,2.05
19/12/2022,1,9.95
19/12/2022,2,12
19/12/2022,3,5.55
19/12/2022,4,1.5
19/12/2022,5,0.65
19/12/2022,6,3.43
20/12/2022,1,3
20/12/2022,2,9.46
20/12/2022,3,0.8
20/12/2022,4,0.8
20/12/2022,5,0.09
20/12/2022,6,0.8
21/12/2022,1,3
21/12/2022,2,9.75
21/12/2022,3,0.8
21/12/2022,4,0.8
21/12/2022,5,0.68
21/12/2022,6,0.51
22/12/2022,1,3
22/12/2022,2,10.21
22/12/2022,3,2.92
22/12/2022,4,1
22/12/2022,5,0.5
22/12/2022,6,0.5
23/12/2022,1,4.95
23/12/2022,2,12.29
23/12/2022,3,0.5
23/12/2022,4,0.71
23/12/2022,5,0.5
23/12/2022,6,5.95
24/12/2022,1,1.91
24/12/2022,2,3.77
24/12/2022,3,2.09
24/12/2022,4,0.8
24/12/2022,5,0.8
24/12/2022,6,0.8
25/12/2022,1,5.38
25/12/2022,2,7.39
25/12/2022,3,6.55
25/12/2022,4,2.96
25/12/2022,5,1.15
25/12/2022,6,1.62
26/12/2022,1,8.46
26/12/2022,2,5.45
26/12/2022,3,5.57
26/12/2022,4,3.39
26/12/2022,5,3.83
26/12/2022,6,1.95
27/12/2022,1,5.38
27/12/2022,2,6
27/12/2022,3,1
27/12/2022,4,1
27/12/2022,5,3
27/12/2022,6,1.4
28/12/2022,1,1.41
28/12/2022,2,4.68
28/12/2022,3,1
28/12/2022,4,1
28/12/2022,5,0
28/12/2022,6,1
29/12/2022,1,6.61
29/12/2022,2,11.04
29/12/2022,3,4.63
29/12/2022,4,2.96
29/12/2022,5,0.72
29/12/2022,6,2
30/12/2022,1,6.9
30/12/2022,2,8
30/12/2022,3,4.07
30/12/2022,4,1.1
30/12/2022,5,0.74
30/12/2022,6,1.1
31/12/2022,1,1.1
31/12/2022,2,4.29
31/12/2022,3,2.26
31/12/2022,4,1.65
31/12/2022,5,1.5
31/12/2022,6,1.37
