registeredAuctionParticipant,auctionUnit,serviceType,auctionProduct,executedQuantity,clearingPrice,deliveryStart,deliveryEnd,Delivery date,EFA block of the day 
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,3.87,2025-01-30T11:00:00,2025-01-30T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,1.7,2025-01-29T23:00:00,2025-01-30T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,2.75,2025-01-30T07:00:00,2025-01-30T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,3.25,2025-01-29T23:00:00,2025-01-30T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,13,2025-01-30T15:00:00,2025-01-30T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,1.6,2025-01-30T07:00:00,2025-01-30T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,4.08,2025-01-30T03:00:00,2025-01-30T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,3,2025-02-01T19:00:00,2025-02-01T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,2.47,2025-02-01T11:00:00,2025-02-01T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,2.11,2025-02-01T03:00:00,2025-02-01T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,2.81,2025-02-01T11:00:00,2025-02-01T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,3.2,2025-02-01T19:00:00,2025-02-01T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,4.25,2025-02-01T03:00:00,2025-02-01T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,3.27,2025-02-02T03:00:00,2025-02-02T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,2,2025-02-02T11:00:00,2025-02-02T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,4.5,2025-02-02T03:00:00,2025-02-02T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,2.29,2025-02-02T11:00:00,2025-02-02T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,2.31,2025-02-01T23:00:00,2025-02-02T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,2,2025-02-02T07:00:00,2025-02-02T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,3.96,2025-02-02T07:00:00,2025-02-02T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,4,2025-02-01T23:00:00,2025-02-02T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,2.05,2025-02-02T23:00:00,2025-02-03T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,7.69,2025-02-03T11:00:00,2025-02-03T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,5.69,2025-02-02T23:00:00,2025-02-03T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,4.75,2025-02-03T11:00:00,2025-02-03T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,4.39,2025-02-04T11:00:00,2025-02-04T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,3.25,2025-02-04T11:00:00,2025-02-04T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,4.69,2025-02-04T23:00:00,2025-02-05T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,3.63,2025-02-04T23:00:00,2025-02-05T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,2.08,2025-02-06T11:00:00,2025-02-06T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,4.69,2025-02-06T03:00:00,2025-02-06T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,3.36,2025-02-06T11:00:00,2025-02-06T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,3,2025-02-06T03:00:00,2025-02-06T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,4.6,2025-02-07T03:00:00,2025-02-07T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,1.89,2025-02-06T23:00:00,2025-02-07T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,2.44,2025-02-07T19:00:00,2025-02-07T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,4.62,2025-02-07T15:00:00,2025-02-07T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,2.4,2025-02-07T07:00:00,2025-02-07T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,5.69,2025-02-07T03:00:00,2025-02-07T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,3.68,2025-02-07T19:00:00,2025-02-07T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,4.47,2025-02-07T11:00:00,2025-02-07T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,5.92,2025-02-07T07:00:00,2025-02-07T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,3.97,2025-02-06T23:00:00,2025-02-07T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,1.82,2025-02-07T15:00:00,2025-02-07T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,2.01,2025-02-07T11:00:00,2025-02-07T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,2.17,2025-02-08T07:00:00,2025-02-08T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,3,2025-02-07T23:00:00,2025-02-08T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,1.48,2025-02-08T15:00:00,2025-02-08T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,4.69,2025-02-08T03:00:00,2025-02-08T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,5.69,2025-02-07T23:00:00,2025-02-08T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,4.3,2025-02-08T15:00:00,2025-02-08T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,5.69,2025-02-08T07:00:00,2025-02-08T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,1.59,2025-02-08T03:00:00,2025-02-08T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,1.77,2025-02-09T07:00:00,2025-02-09T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,1.52,2025-02-08T23:00:00,2025-02-09T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,1.74,2025-02-09T15:00:00,2025-02-09T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,3.75,2025-02-09T03:00:00,2025-02-09T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,2.08,2025-02-08T23:00:00,2025-02-09T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,2.62,2025-02-09T19:00:00,2025-02-09T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,3.7,2025-02-09T15:00:00,2025-02-09T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,3.44,2025-02-09T07:00:00,2025-02-09T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,1,2025-02-09T03:00:00,2025-02-09T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,2.95,2025-02-09T19:00:00,2025-02-09T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,1.3,2025-02-10T07:00:00,2025-02-10T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,3.18,2025-02-10T03:00:00,2025-02-10T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,3.25,2025-02-10T11:00:00,2025-02-10T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,3.88,2025-02-10T03:00:00,2025-02-10T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,2.58,2025-02-10T11:00:00,2025-02-10T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,4.58,2025-02-10T07:00:00,2025-02-10T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,1.74,2025-02-11T11:00:00,2025-02-11T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,4.2,2025-02-11T03:00:00,2025-02-11T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,5,2025-02-11T11:00:00,2025-02-11T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,3.11,2025-02-11T19:00:00,2025-02-11T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,3.58,2025-02-11T07:00:00,2025-02-11T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,9,2025-02-11T15:00:00,2025-02-11T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,2.98,2025-02-11T07:00:00,2025-02-11T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,6.76,2025-02-11T15:00:00,2025-02-11T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,3.6,2025-02-11T03:00:00,2025-02-11T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,2.96,2025-02-11T19:00:00,2025-02-11T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,3.75,2025-02-12T11:00:00,2025-02-12T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,2.05,2025-02-12T03:00:00,2025-02-12T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,4.57,2025-02-12T03:00:00,2025-02-12T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,4.42,2025-02-12T19:00:00,2025-02-12T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,1.1,2025-02-12T19:00:00,2025-02-12T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,12.69,2025-02-12T15:00:00,2025-02-12T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,5.69,2025-02-12T15:00:00,2025-02-12T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,1.93,2025-02-12T11:00:00,2025-02-12T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,15,2025-02-13T15:00:00,2025-02-13T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,5.2,2025-02-13T15:00:00,2025-02-13T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,3.49,2025-02-13T03:00:00,2025-02-13T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,2.98,2025-02-13T11:00:00,2025-02-13T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,2.83,2025-02-13T03:00:00,2025-02-13T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,6,2025-02-13T19:00:00,2025-02-13T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,2.98,2025-02-13T11:00:00,2025-02-13T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,0.8,2025-02-13T19:00:00,2025-02-13T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,3.49,2025-02-14T11:00:00,2025-02-14T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,3.25,2025-02-14T19:00:00,2025-02-14T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,2.95,2025-02-14T11:00:00,2025-02-14T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,3.28,2025-02-13T23:00:00,2025-02-14T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,1.14,2025-02-14T19:00:00,2025-02-14T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,7.5,2025-02-14T07:00:00,2025-02-14T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,2.69,2025-02-13T23:00:00,2025-02-14T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,14.6,2025-02-14T15:00:00,2025-02-14T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,0.6,2025-02-14T07:00:00,2025-02-14T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,5.21,2025-02-14T15:00:00,2025-02-14T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,2.75,2025-02-15T07:00:00,2025-02-15T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,3.29,2025-02-15T07:00:00,2025-02-15T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,2.96,2025-02-15T23:00:00,2025-02-16T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,1.2,2025-02-16T19:00:00,2025-02-16T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,2.5,2025-02-16T07:00:00,2025-02-16T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,4.41,2025-02-16T19:00:00,2025-02-16T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,5,2025-02-16T07:00:00,2025-02-16T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,2.5,2025-02-16T03:00:00,2025-02-16T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,2.38,2025-02-16T03:00:00,2025-02-16T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,2.45,2025-02-16T11:00:00,2025-02-16T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,1.64,2025-02-15T23:00:00,2025-02-16T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,4.25,2025-02-16T11:00:00,2025-02-16T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,7.33,2025-02-17T07:00:00,2025-02-17T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,5.25,2025-02-17T11:00:00,2025-02-17T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,3.53,2025-02-16T23:00:00,2025-02-17T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,2.92,2025-02-17T15:00:00,2025-02-17T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,2.76,2025-02-17T11:00:00,2025-02-17T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,3.89,2025-02-17T03:00:00,2025-02-17T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,3.96,2025-02-16T23:00:00,2025-02-17T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,1.2,2025-02-17T19:00:00,2025-02-17T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,11.69,2025-02-17T15:00:00,2025-02-17T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,0.5,2025-02-17T07:00:00,2025-02-17T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,3.6,2025-02-17T03:00:00,2025-02-17T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,5.18,2025-02-17T19:00:00,2025-02-17T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,3.46,2025-02-18T19:00:00,2025-02-18T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,0.5,2025-02-18T07:00:00,2025-02-18T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,4.57,2025-02-18T19:00:00,2025-02-18T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,8.17,2025-02-18T07:00:00,2025-02-18T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,3.75,2025-02-18T03:00:00,2025-02-18T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,3.05,2025-02-18T03:00:00,2025-02-18T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,7,2025-02-18T11:00:00,2025-02-18T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,6,2025-02-18T11:00:00,2025-02-18T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,8.69,2025-02-19T07:00:00,2025-02-19T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,3,2025-02-19T11:00:00,2025-02-19T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,3.23,2025-02-18T23:00:00,2025-02-19T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,5.5,2025-02-19T11:00:00,2025-02-19T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,5.69,2025-02-18T23:00:00,2025-02-19T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,1.31,2025-02-19T07:00:00,2025-02-19T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,6.4,2025-02-20T03:00:00,2025-02-20T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,6.69,2025-02-19T23:00:00,2025-02-20T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,9.2,2025-02-20T15:00:00,2025-02-20T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,2.44,2025-02-20T07:00:00,2025-02-20T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,3.04,2025-02-20T03:00:00,2025-02-20T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,7.08,2025-02-20T07:00:00,2025-02-20T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,1.2,2025-02-19T23:00:00,2025-02-20T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,0.94,2025-02-20T15:00:00,2025-02-20T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,2.3,2025-02-20T23:00:00,2025-02-21T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,2.95,2025-02-21T07:00:00,2025-02-21T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,5.66,2025-02-21T11:00:00,2025-02-21T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,5.84,2025-02-21T19:00:00,2025-02-21T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,3.3,2025-02-21T15:00:00,2025-02-21T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,6.69,2025-02-20T23:00:00,2025-02-21T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,8.69,2025-02-21T07:00:00,2025-02-21T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,3.6,2025-02-21T11:00:00,2025-02-21T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,9.63,2025-02-21T15:00:00,2025-02-21T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,2.39,2025-02-21T19:00:00,2025-02-21T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,3.25,2025-02-22T15:00:00,2025-02-22T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,5.88,2025-02-22T11:00:00,2025-02-22T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,4.5,2025-02-22T03:00:00,2025-02-22T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,2.46,2025-02-22T11:00:00,2025-02-22T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,7.87,2025-02-21T23:00:00,2025-02-22T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,7.69,2025-02-22T19:00:00,2025-02-22T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,8.42,2025-02-22T07:00:00,2025-02-22T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,2.22,2025-02-21T23:00:00,2025-02-22T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,8.8,2025-02-22T15:00:00,2025-02-22T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,1.08,2025-02-22T07:00:00,2025-02-22T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,4.57,2025-02-22T03:00:00,2025-02-22T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,5.23,2025-02-22T19:00:00,2025-02-22T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,3.09,2025-02-23T03:00:00,2025-02-23T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,5.5,2025-02-23T07:00:00,2025-02-23T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,8.58,2025-02-23T15:00:00,2025-02-23T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,3.4,2025-02-23T11:00:00,2025-02-23T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,1.82,2025-02-23T19:00:00,2025-02-23T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,4.5,2025-02-23T03:00:00,2025-02-23T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,1.25,2025-02-22T23:00:00,2025-02-23T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,6.19,2025-02-23T11:00:00,2025-02-23T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,2.35,2025-02-23T07:00:00,2025-02-23T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,6.84,2025-02-23T19:00:00,2025-02-23T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,4.69,2025-02-23T15:00:00,2025-02-23T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,8.53,2025-02-22T23:00:00,2025-02-23T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,2.98,2025-02-24T03:00:00,2025-02-24T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,2.56,2025-02-23T23:00:00,2025-02-24T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,8.28,2025-02-24T07:00:00,2025-02-24T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,3.2,2025-02-24T11:00:00,2025-02-24T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,3.88,2025-02-24T15:00:00,2025-02-24T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,8.63,2025-02-23T23:00:00,2025-02-24T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,3.83,2025-02-24T07:00:00,2025-02-24T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,6.8,2025-02-24T03:00:00,2025-02-24T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,6.58,2025-02-24T11:00:00,2025-02-24T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,9.58,2025-02-24T15:00:00,2025-02-24T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,3.48,2025-02-25T15:00:00,2025-02-25T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,5.5,2025-02-25T11:00:00,2025-02-25T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,2.02,2025-02-25T11:00:00,2025-02-25T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,4.69,2025-02-24T23:00:00,2025-02-25T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,5.58,2025-02-25T07:00:00,2025-02-25T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,3.93,2025-02-24T23:00:00,2025-02-25T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,6.33,2025-02-25T15:00:00,2025-02-25T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,1.56,2025-02-25T07:00:00,2025-02-25T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,6.69,2025-02-26T03:00:00,2025-02-26T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,7.69,2025-02-26T11:00:00,2025-02-26T15:00:00,,
