registeredAuctionParticipant,auctionUnit,serviceType,auctionProduct,Delivery capacity (MW),clearingPrice,deliveryStart,deliveryEnd,Delivery date,EFA block of the day 
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,9.94,2025-03-06T07:00:00,2025-03-06T11:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,5,2025-03-06T03:00:00,2025-03-06T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,7.5,2025-03-06T11:00:00,2025-03-06T15:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,12.19,2025-03-06T15:00:00,2025-03-06T19:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,3.62,2025-03-06T19:00:00,2025-03-06T23:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,7.5,2025-03-06T03:00:00,2025-03-06T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,2.75,2025-03-05T23:00:00,2025-03-06T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,5.26,2025-03-06T11:00:00,2025-03-06T15:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,0.97,2025-03-06T07:00:00,2025-03-06T11:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,5,2025-03-06T19:00:00,2025-03-06T23:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,3.49,2025-03-06T15:00:00,2025-03-06T19:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,1.5,2025-03-07T11:00:00,2025-03-07T15:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,5.52,2025-03-07T15:00:00,2025-03-07T19:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,1,2025-03-07T19:00:00,2025-03-07T23:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,7.02,2025-03-06T23:00:00,2025-03-07T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,2.24,2025-03-07T03:00:00,2025-03-07T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,4,2025-03-07T11:00:00,2025-03-07T15:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,2.66,2025-03-07T07:00:00,2025-03-07T11:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,1.31,2025-03-07T15:00:00,2025-03-07T19:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,5.4,2025-03-07T19:00:00,2025-03-07T23:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,4.27,2025-03-06T23:00:00,2025-03-07T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,7.69,2025-03-07T03:00:00,2025-03-07T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,5.02,2025-03-07T07:00:00,2025-03-07T11:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,2.47,2025-03-08T03:00:00,2025-03-08T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,1.74,2025-03-07T23:00:00,2025-03-08T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,1.36,2025-03-08T07:00:00,2025-03-08T11:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,6.5,2025-03-08T11:00:00,2025-03-08T15:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,3.2,2025-03-08T15:00:00,2025-03-08T19:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,3.79,2025-03-08T19:00:00,2025-03-08T23:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,2.8,2025-03-07T23:00:00,2025-03-08T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,3.95,2025-03-08T03:00:00,2025-03-08T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,5.5,2025-03-08T07:00:00,2025-03-08T11:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,6.5,2025-03-08T15:00:00,2025-03-08T19:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,6,2025-03-08T11:00:00,2025-03-08T15:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,1,2025-03-08T19:00:00,2025-03-08T23:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,4.69,2025-03-09T11:00:00,2025-03-09T15:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,1.02,2025-03-09T07:00:00,2025-03-09T11:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,2,2025-03-09T19:00:00,2025-03-09T23:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,2.84,2025-03-09T15:00:00,2025-03-09T19:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,2.34,2025-03-08T23:00:00,2025-03-09T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,2.6,2025-03-09T03:00:00,2025-03-09T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,4.5,2025-03-09T07:00:00,2025-03-09T11:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,7.2,2025-03-09T15:00:00,2025-03-09T19:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,5.96,2025-03-09T11:00:00,2025-03-09T15:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,1.78,2025-03-09T19:00:00,2025-03-09T23:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,2.92,2025-03-09T03:00:00,2025-03-09T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,3.18,2025-03-08T23:00:00,2025-03-09T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,4.69,2025-03-09T23:00:00,2025-03-10T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,5.8,2025-03-10T03:00:00,2025-03-10T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,4.72,2025-03-10T11:00:00,2025-03-10T15:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,9.65,2025-03-10T07:00:00,2025-03-10T11:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,6.69,2025-03-10T15:00:00,2025-03-10T19:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,3.08,2025-03-10T19:00:00,2025-03-10T23:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,4.5,2025-03-10T03:00:00,2025-03-10T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,4.69,2025-03-09T23:00:00,2025-03-10T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,4.06,2025-03-10T07:00:00,2025-03-10T11:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,6.69,2025-03-10T11:00:00,2025-03-10T15:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,4.43,2025-03-10T19:00:00,2025-03-10T23:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,2.81,2025-03-10T15:00:00,2025-03-10T19:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,2.22,2025-03-11T19:00:00,2025-03-11T23:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,4.49,2025-03-10T23:00:00,2025-03-11T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,4.34,2025-03-11T03:00:00,2025-03-11T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,2.82,2025-03-11T11:00:00,2025-03-11T15:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,2.59,2025-03-11T07:00:00,2025-03-11T11:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,2.31,2025-03-11T15:00:00,2025-03-11T19:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,4.33,2025-03-11T19:00:00,2025-03-11T23:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,5.69,2025-03-11T03:00:00,2025-03-11T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,5.54,2025-03-10T23:00:00,2025-03-11T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,7.69,2025-03-11T07:00:00,2025-03-11T11:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,4.1,2025-03-11T11:00:00,2025-03-11T15:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,7.33,2025-03-11T15:00:00,2025-03-11T19:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,3.95,2025-03-12T11:00:00,2025-03-12T15:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,1.76,2025-03-12T07:00:00,2025-03-12T11:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,0.96,2025-03-12T15:00:00,2025-03-12T19:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,4.69,2025-03-12T19:00:00,2025-03-12T23:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,4.17,2025-03-11T23:00:00,2025-03-12T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,3.8,2025-03-12T03:00:00,2025-03-12T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,3.16,2025-03-12T07:00:00,2025-03-12T11:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,8.8,2025-03-12T15:00:00,2025-03-12T19:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,1.85,2025-03-12T11:00:00,2025-03-12T15:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,0.66,2025-03-12T19:00:00,2025-03-12T23:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,4.5,2025-03-12T03:00:00,2025-03-12T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,3.58,2025-03-11T23:00:00,2025-03-12T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,3,2025-03-13T19:00:00,2025-03-13T23:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,4.69,2025-03-12T23:00:00,2025-03-13T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,3,2025-03-13T03:00:00,2025-03-13T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,6.34,2025-03-13T07:00:00,2025-03-13T11:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,7.2,2025-03-13T15:00:00,2025-03-13T19:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,1.13,2025-03-13T11:00:00,2025-03-13T15:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,1,2025-03-13T19:00:00,2025-03-13T23:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,3.82,2025-03-13T03:00:00,2025-03-13T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,2.3,2025-03-12T23:00:00,2025-03-13T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,0.68,2025-03-13T07:00:00,2025-03-13T11:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,4.69,2025-03-13T11:00:00,2025-03-13T15:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,2.47,2025-03-13T15:00:00,2025-03-13T19:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,1.99,2025-03-14T11:00:00,2025-03-14T15:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,4.51,2025-03-14T15:00:00,2025-03-14T19:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,2.44,2025-03-14T19:00:00,2025-03-14T23:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,2.69,2025-03-13T23:00:00,2025-03-14T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,4,2025-03-14T03:00:00,2025-03-14T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,0.68,2025-03-14T07:00:00,2025-03-14T11:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,5.69,2025-03-14T11:00:00,2025-03-14T15:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,3.48,2025-03-14T19:00:00,2025-03-14T23:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,4.21,2025-03-14T15:00:00,2025-03-14T19:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,2.05,2025-03-13T23:00:00,2025-03-14T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,5.25,2025-03-14T07:00:00,2025-03-14T11:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,2.04,2025-03-14T03:00:00,2025-03-14T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,0.79,2025-03-14T23:00:00,2025-03-15T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,2.59,2025-03-15T03:00:00,2025-03-15T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,4.25,2025-03-15T11:00:00,2025-03-15T15:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,1.57,2025-03-15T07:00:00,2025-03-15T11:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,0.86,2025-03-15T15:00:00,2025-03-15T19:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,2.51,2025-03-15T19:00:00,2025-03-15T23:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,2.53,2025-03-14T23:00:00,2025-03-15T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,3.69,2025-03-15T07:00:00,2025-03-15T11:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,2.67,2025-03-15T03:00:00,2025-03-15T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,6.61,2025-03-15T15:00:00,2025-03-15T19:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,1.67,2025-03-15T11:00:00,2025-03-15T15:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,2.54,2025-03-15T19:00:00,2025-03-15T23:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,2.76,2025-03-16T03:00:00,2025-03-16T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,1.1,2025-03-16T15:00:00,2025-03-16T19:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,2.5,2025-03-16T19:00:00,2025-03-16T23:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,2,2025-03-16T03:00:00,2025-03-16T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,8.45,2025-03-16T07:00:00,2025-03-16T11:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,1.13,2025-03-16T19:00:00,2025-03-16T23:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,1.47,2025-03-16T07:00:00,2025-03-16T11:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,2.55,2025-03-16T11:00:00,2025-03-16T15:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,2.73,2025-03-15T23:00:00,2025-03-16T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,1.57,2025-03-16T11:00:00,2025-03-16T15:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,1.36,2025-03-15T23:00:00,2025-03-16T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,4.3,2025-03-16T15:00:00,2025-03-16T19:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,1.84,2025-03-17T07:00:00,2025-03-17T11:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,2.94,2025-03-17T11:00:00,2025-03-17T15:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,5.69,2025-03-16T23:00:00,2025-03-17T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,2.86,2025-03-17T11:00:00,2025-03-17T15:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,5.69,2025-03-17T15:00:00,2025-03-17T19:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,2.4,2025-03-16T23:00:00,2025-03-17T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,1.82,2025-03-17T03:00:00,2025-03-17T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,2.42,2025-03-17T15:00:00,2025-03-17T19:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,3.98,2025-03-17T03:00:00,2025-03-17T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,4.18,2025-03-17T19:00:00,2025-03-17T23:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,3.75,2025-03-17T07:00:00,2025-03-17T11:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,2.45,2025-03-17T19:00:00,2025-03-17T23:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,2.45,2025-03-18T19:00:00,2025-03-18T23:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,2.63,2025-03-17T23:00:00,2025-03-18T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,4.69,2025-03-18T03:00:00,2025-03-18T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,4.12,2025-03-18T11:00:00,2025-03-18T15:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,3.73,2025-03-18T07:00:00,2025-03-18T11:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,4.75,2025-03-18T19:00:00,2025-03-18T23:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,2.13,2025-03-18T15:00:00,2025-03-18T19:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,2.63,2025-03-17T23:00:00,2025-03-18T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,3.17,2025-03-18T07:00:00,2025-03-18T11:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,2.68,2025-03-18T03:00:00,2025-03-18T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,5.09,2025-03-18T11:00:00,2025-03-18T15:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,7.92,2025-03-18T15:00:00,2025-03-18T19:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,5.36,2025-03-19T07:00:00,2025-03-19T11:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,1,2025-03-19T19:00:00,2025-03-19T23:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,0.88,2025-03-19T07:00:00,2025-03-19T11:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,6.69,2025-03-19T11:00:00,2025-03-19T15:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,2.78,2025-03-18T23:00:00,2025-03-19T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,2.96,2025-03-19T11:00:00,2025-03-19T15:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,8.5,2025-03-19T15:00:00,2025-03-19T19:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,2.07,2025-03-18T23:00:00,2025-03-19T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,4.69,2025-03-19T03:00:00,2025-03-19T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,2.91,2025-03-19T15:00:00,2025-03-19T19:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,1.73,2025-03-19T03:00:00,2025-03-19T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,3.7,2025-03-19T19:00:00,2025-03-19T23:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,4,2025-03-20T11:00:00,2025-03-20T15:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,1.78,2025-03-19T23:00:00,2025-03-20T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,3.75,2025-03-20T11:00:00,2025-03-20T15:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,1.86,2025-03-19T23:00:00,2025-03-20T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,2.32,2025-03-20T03:00:00,2025-03-20T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,6.61,2025-03-20T15:00:00,2025-03-20T19:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,1.73,2025-03-20T15:00:00,2025-03-20T19:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,3.88,2025-03-20T19:00:00,2025-03-20T23:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,1.84,2025-03-20T03:00:00,2025-03-20T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,4.54,2025-03-20T07:00:00,2025-03-20T11:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,3.88,2025-03-20T07:00:00,2025-03-20T11:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,2.45,2025-03-20T19:00:00,2025-03-20T23:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,5.88,2025-03-21T15:00:00,2025-03-21T19:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,5.69,2025-03-21T11:00:00,2025-03-21T15:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,5.14,2025-03-20T23:00:00,2025-03-21T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,7.69,2025-03-21T19:00:00,2025-03-21T23:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,5.24,2025-03-21T07:00:00,2025-03-21T11:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,6.04,2025-03-21T15:00:00,2025-03-21T19:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,7.04,2025-03-21T03:00:00,2025-03-21T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,5.69,2025-03-21T11:00:00,2025-03-21T15:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,6.38,2025-03-21T07:00:00,2025-03-21T11:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,6.24,2025-03-21T03:00:00,2025-03-21T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,3.68,2025-03-20T23:00:00,2025-03-21T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,6.6,2025-03-21T19:00:00,2025-03-21T23:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,7.69,2025-03-21T23:00:00,2025-03-22T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,0.98,2025-03-22T19:00:00,2025-03-22T23:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,3.18,2025-03-22T15:00:00,2025-03-22T19:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,3.69,2025-03-22T11:00:00,2025-03-22T15:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,4.6,2025-03-22T19:00:00,2025-03-22T23:00:00,,
