registeredAuctionParticipant,auctionUnit,serviceType,auctionProduct,executedQuantity,clearingPrice,deliveryStart,deliveryEnd,Delivery date,EFA block of the day 
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,22,2.85,2025-02-14T23:00:00,2025-02-15T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,22,1.95,2025-02-14T23:00:00,2025-02-15T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,22,2.96,2025-02-15T23:00:00,2025-02-16T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,22,2.5,2025-02-16T03:00:00,2025-02-16T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,22,2.38,2025-02-16T03:00:00,2025-02-16T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,22,1.64,2025-02-15T23:00:00,2025-02-16T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,22,3.53,2025-02-16T23:00:00,2025-02-17T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,22,3.89,2025-02-17T03:00:00,2025-02-17T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,22,3.96,2025-02-16T23:00:00,2025-02-17T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,22,3.6,2025-02-17T03:00:00,2025-02-17T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,22,3.78,2025-02-17T23:00:00,2025-02-18T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,22,2.96,2025-02-17T23:00:00,2025-02-18T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,22,3.75,2025-02-18T03:00:00,2025-02-18T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,22,3.05,2025-02-18T03:00:00,2025-02-18T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,22,4.59,2025-02-19T03:00:00,2025-02-19T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,22,3.11,2025-02-19T03:00:00,2025-02-19T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,22,3.23,2025-02-18T23:00:00,2025-02-19T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,22,5.69,2025-02-18T23:00:00,2025-02-19T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,22,3.04,2025-02-20T03:00:00,2025-02-20T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,22,1.2,2025-02-19T23:00:00,2025-02-20T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,22,6.4,2025-02-20T03:00:00,2025-02-20T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,22,6.69,2025-02-19T23:00:00,2025-02-20T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,22,3.16,2025-02-21T03:00:00,2025-02-21T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,22,2.3,2025-02-20T23:00:00,2025-02-21T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,22,6.69,2025-02-20T23:00:00,2025-02-21T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,22,6.69,2025-02-21T03:00:00,2025-02-21T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,22,4.5,2025-02-22T03:00:00,2025-02-22T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,22,7.87,2025-02-21T23:00:00,2025-02-22T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,22,2.22,2025-02-21T23:00:00,2025-02-22T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,22,4.57,2025-02-22T03:00:00,2025-02-22T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,22,8.53,2025-02-22T23:00:00,2025-02-23T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,22,3.09,2025-02-23T03:00:00,2025-02-23T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,22,1.25,2025-02-22T23:00:00,2025-02-23T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,22,4.5,2025-02-23T03:00:00,2025-02-23T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,22,2.98,2025-02-24T03:00:00,2025-02-24T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,22,2.56,2025-02-23T23:00:00,2025-02-24T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,22,8.63,2025-02-23T23:00:00,2025-02-24T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,22,6.8,2025-02-24T03:00:00,2025-02-24T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,22,5.69,2025-02-25T03:00:00,2025-02-25T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,22,4.69,2025-02-24T23:00:00,2025-02-25T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,22,3.93,2025-02-24T23:00:00,2025-02-25T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,22,5,2025-02-25T03:00:00,2025-02-25T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,22,6.69,2025-02-26T03:00:00,2025-02-26T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,22,3.44,2025-02-26T03:00:00,2025-02-26T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,22,7.69,2025-02-25T23:00:00,2025-02-26T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,22,3.01,2025-02-25T23:00:00,2025-02-26T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,22,2.79,2025-02-27T03:00:00,2025-02-27T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,22,4.5,2025-02-26T23:00:00,2025-02-27T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,22,4.69,2025-02-27T03:00:00,2025-02-27T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,22,2.98,2025-02-26T23:00:00,2025-02-27T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,1,2025-01-03T07:00:00,2025-01-03T11:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,3.33,2025-01-18T03:00:00,2025-01-18T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,2.53,2025-01-18T11:00:00,2025-01-18T15:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,2.5,2025-01-18T07:00:00,2025-01-18T11:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,2.69,2025-01-18T03:00:00,2025-01-18T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,4.1,2025-01-18T15:00:00,2025-01-18T19:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,2.91,2025-01-23T03:00:00,2025-01-23T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,4.69,2025-01-23T15:00:00,2025-01-23T19:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,3.6,2025-01-23T07:00:00,2025-01-23T11:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,3,2025-02-03T23:00:00,2025-02-04T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,4,2025-02-03T23:00:00,2025-02-04T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,5.69,2025-03-04T23:00:00,2025-03-05T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,4.75,2025-03-05T03:00:00,2025-03-05T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,10.11,2025-03-05T11:00:00,2025-03-05T15:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,9.74,2025-03-05T07:00:00,2025-03-05T11:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,11.5,2025-03-05T15:00:00,2025-03-05T19:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,4.44,2025-03-05T19:00:00,2025-03-05T23:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,7.4,2025-03-05T03:00:00,2025-03-05T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,3.1,2025-03-04T23:00:00,2025-03-05T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,0.96,2025-03-05T07:00:00,2025-03-05T11:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,3.98,2025-03-05T11:00:00,2025-03-05T15:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,7.22,2025-03-05T19:00:00,2025-03-05T23:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,3.42,2025-03-05T15:00:00,2025-03-05T19:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,7.5,2025-03-06T11:00:00,2025-03-06T15:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,12.19,2025-03-06T15:00:00,2025-03-06T19:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,3.62,2025-03-06T19:00:00,2025-03-06T23:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,7.5,2025-03-06T03:00:00,2025-03-06T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,2.75,2025-03-05T23:00:00,2025-03-06T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,5.26,2025-03-06T11:00:00,2025-03-06T15:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,0.97,2025-03-06T07:00:00,2025-03-06T11:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,5,2025-03-06T19:00:00,2025-03-06T23:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,3.49,2025-03-06T15:00:00,2025-03-06T19:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,6.21,2025-03-05T23:00:00,2025-03-06T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,9.94,2025-03-06T07:00:00,2025-03-06T11:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,5,2025-03-06T03:00:00,2025-03-06T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,7.02,2025-03-06T23:00:00,2025-03-07T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,2.24,2025-03-07T03:00:00,2025-03-07T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,4,2025-03-07T11:00:00,2025-03-07T15:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,2.66,2025-03-07T07:00:00,2025-03-07T11:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,1.31,2025-03-07T15:00:00,2025-03-07T19:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,5.4,2025-03-07T19:00:00,2025-03-07T23:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,4.27,2025-03-06T23:00:00,2025-03-07T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,7.69,2025-03-07T03:00:00,2025-03-07T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,5.02,2025-03-07T07:00:00,2025-03-07T11:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,1.5,2025-03-07T11:00:00,2025-03-07T15:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,5.52,2025-03-07T15:00:00,2025-03-07T19:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,1,2025-03-07T19:00:00,2025-03-07T23:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,3.2,2025-03-08T15:00:00,2025-03-08T19:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,3.79,2025-03-08T19:00:00,2025-03-08T23:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,2.8,2025-03-07T23:00:00,2025-03-08T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,3.95,2025-03-08T03:00:00,2025-03-08T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,5.5,2025-03-08T07:00:00,2025-03-08T11:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,6.5,2025-03-08T15:00:00,2025-03-08T19:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,6,2025-03-08T11:00:00,2025-03-08T15:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,1,2025-03-08T19:00:00,2025-03-08T23:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,2.47,2025-03-08T03:00:00,2025-03-08T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,1.74,2025-03-07T23:00:00,2025-03-08T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,1.36,2025-03-08T07:00:00,2025-03-08T11:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,6.5,2025-03-08T11:00:00,2025-03-08T15:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,2.34,2025-03-08T23:00:00,2025-03-09T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,2.6,2025-03-09T03:00:00,2025-03-09T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,4.5,2025-03-09T07:00:00,2025-03-09T11:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,7.2,2025-03-09T15:00:00,2025-03-09T19:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,5.96,2025-03-09T11:00:00,2025-03-09T15:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,1.78,2025-03-09T19:00:00,2025-03-09T23:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,2.92,2025-03-09T03:00:00,2025-03-09T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,3.18,2025-03-08T23:00:00,2025-03-09T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,4.69,2025-03-09T11:00:00,2025-03-09T15:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,1.02,2025-03-09T07:00:00,2025-03-09T11:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,2,2025-03-09T19:00:00,2025-03-09T23:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,2.84,2025-03-09T15:00:00,2025-03-09T19:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,3.08,2025-03-10T19:00:00,2025-03-10T23:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,4.5,2025-03-10T03:00:00,2025-03-10T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,4.69,2025-03-09T23:00:00,2025-03-10T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,4.06,2025-03-10T07:00:00,2025-03-10T11:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,6.69,2025-03-10T11:00:00,2025-03-10T15:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,4.43,2025-03-10T19:00:00,2025-03-10T23:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,2.81,2025-03-10T15:00:00,2025-03-10T19:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,4.69,2025-03-09T23:00:00,2025-03-10T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,5.8,2025-03-10T03:00:00,2025-03-10T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,4.72,2025-03-10T11:00:00,2025-03-10T15:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,9.65,2025-03-10T07:00:00,2025-03-10T11:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,6.69,2025-03-10T15:00:00,2025-03-10T19:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,2.82,2025-03-11T11:00:00,2025-03-11T15:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,2.59,2025-03-11T07:00:00,2025-03-11T11:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,2.31,2025-03-11T15:00:00,2025-03-11T19:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,4.33,2025-03-11T19:00:00,2025-03-11T23:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,5.69,2025-03-11T03:00:00,2025-03-11T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,5.54,2025-03-10T23:00:00,2025-03-11T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,7.69,2025-03-11T07:00:00,2025-03-11T11:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,4.1,2025-03-11T11:00:00,2025-03-11T15:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,7.33,2025-03-11T15:00:00,2025-03-11T19:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,2.22,2025-03-11T19:00:00,2025-03-11T23:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,4.49,2025-03-10T23:00:00,2025-03-11T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,4.34,2025-03-11T03:00:00,2025-03-11T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,4.17,2025-03-11T23:00:00,2025-03-12T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,3.8,2025-03-12T03:00:00,2025-03-12T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,3.16,2025-03-12T07:00:00,2025-03-12T11:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,8.8,2025-03-12T15:00:00,2025-03-12T19:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,1.85,2025-03-12T11:00:00,2025-03-12T15:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,0.66,2025-03-12T19:00:00,2025-03-12T23:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,4.5,2025-03-12T03:00:00,2025-03-12T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,3.58,2025-03-11T23:00:00,2025-03-12T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,3.95,2025-03-12T11:00:00,2025-03-12T15:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,1.76,2025-03-12T07:00:00,2025-03-12T11:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,0.96,2025-03-12T15:00:00,2025-03-12T19:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,4.69,2025-03-12T19:00:00,2025-03-12T23:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,6.34,2025-03-13T07:00:00,2025-03-13T11:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,7.2,2025-03-13T15:00:00,2025-03-13T19:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,1.13,2025-03-13T11:00:00,2025-03-13T15:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,1,2025-03-13T19:00:00,2025-03-13T23:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,3.82,2025-03-13T03:00:00,2025-03-13T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,2.3,2025-03-12T23:00:00,2025-03-13T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,0.68,2025-03-13T07:00:00,2025-03-13T11:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,4.69,2025-03-13T11:00:00,2025-03-13T15:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,2.47,2025-03-13T15:00:00,2025-03-13T19:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,3,2025-03-13T19:00:00,2025-03-13T23:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,4.69,2025-03-12T23:00:00,2025-03-13T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,3,2025-03-13T03:00:00,2025-03-13T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,2.69,2025-03-13T23:00:00,2025-03-14T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,4,2025-03-14T03:00:00,2025-03-14T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,0.68,2025-03-14T07:00:00,2025-03-14T11:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,5.69,2025-03-14T11:00:00,2025-03-14T15:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,3.48,2025-03-14T19:00:00,2025-03-14T23:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,4.21,2025-03-14T15:00:00,2025-03-14T19:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,2.05,2025-03-13T23:00:00,2025-03-14T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,5.25,2025-03-14T07:00:00,2025-03-14T11:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,2.04,2025-03-14T03:00:00,2025-03-14T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,1.99,2025-03-14T11:00:00,2025-03-14T15:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,4.51,2025-03-14T15:00:00,2025-03-14T19:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,2.44,2025-03-14T19:00:00,2025-03-14T23:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,2.51,2025-03-15T19:00:00,2025-03-15T23:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,2.53,2025-03-14T23:00:00,2025-03-15T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,3.69,2025-03-15T07:00:00,2025-03-15T11:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,2.67,2025-03-15T03:00:00,2025-03-15T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,6.61,2025-03-15T15:00:00,2025-03-15T19:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,1.67,2025-03-15T11:00:00,2025-03-15T15:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,2.54,2025-03-15T19:00:00,2025-03-15T23:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,0.79,2025-03-14T23:00:00,2025-03-15T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,2.59,2025-03-15T03:00:00,2025-03-15T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,4.25,2025-03-15T11:00:00,2025-03-15T15:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,1.57,2025-03-15T07:00:00,2025-03-15T11:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,0.86,2025-03-15T15:00:00,2025-03-15T19:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,1.47,2025-03-16T07:00:00,2025-03-16T11:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,2.55,2025-03-16T11:00:00,2025-03-16T15:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,2.73,2025-03-15T23:00:00,2025-03-16T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,1.57,2025-03-16T11:00:00,2025-03-16T15:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCH,21,1.36,2025-03-15T23:00:00,2025-03-16T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,TORQ-1,Response,DCL,21,4.3,2025-03-16T15:00:00,2025-03-16T19:00:00,,
