registeredAuctionParticipant,auctionUnit,serviceType,auctionProduct,Delivery capacity(MW),clearingPrice,deliveryStart,deliveryEnd,Delivery date,EFA block of the day 
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,1.7,2024-12-30T15:00:00,2024-12-30T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,5.5,2024-12-30T15:00:00,2024-12-30T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,4,2024-12-30T19:00:00,2024-12-30T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,1.51,2024-12-30T19:00:00,2024-12-30T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,4,2024-12-30T23:00:00,2024-12-31T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,1.75,2024-12-30T23:00:00,2024-12-31T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,6.69,2024-12-31T03:00:00,2024-12-31T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,4.69,2024-12-31T03:00:00,2024-12-31T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,4.69,2024-12-31T07:00:00,2024-12-31T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,2.2,2024-12-31T07:00:00,2024-12-31T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,4,2024-12-31T11:00:00,2024-12-31T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,2.14,2024-12-31T11:00:00,2024-12-31T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,6.08,2024-12-31T15:00:00,2024-12-31T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,4.69,2024-12-31T15:00:00,2024-12-31T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,4,2025-01-01T23:00:00,2025-01-02T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,4.69,2025-01-02T03:00:00,2025-01-02T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,2,2025-01-02T11:00:00,2025-01-02T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,3.48,2025-01-02T07:00:00,2025-01-02T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,0.91,2025-01-02T15:00:00,2025-01-02T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,2.5,2025-01-02T19:00:00,2025-01-02T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,2,2025-01-01T23:00:00,2025-01-02T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,5.5,2025-01-02T03:00:00,2025-01-02T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,3.61,2025-01-02T07:00:00,2025-01-02T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,5.3,2025-01-02T15:00:00,2025-01-02T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,2,2025-01-02T11:00:00,2025-01-02T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,2.48,2025-01-02T19:00:00,2025-01-02T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,1,2025-01-03T07:00:00,2025-01-03T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,13.37,2025-01-03T15:00:00,2025-01-03T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,3.13,2025-01-03T11:00:00,2025-01-03T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,4.69,2025-01-03T07:00:00,2025-01-03T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,6,2025-01-03T03:00:00,2025-01-03T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,2.75,2025-01-02T23:00:00,2025-01-03T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,9.69,2025-01-03T15:00:00,2025-01-03T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,4.27,2025-01-03T03:00:00,2025-01-03T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,1.75,2025-01-02T23:00:00,2025-01-03T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,1,2025-01-03T11:00:00,2025-01-03T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,3.25,2025-01-03T19:00:00,2025-01-03T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,2.99,2025-01-04T03:00:00,2025-01-04T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,1.79,2025-01-04T11:00:00,2025-01-04T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,3.4,2025-01-04T15:00:00,2025-01-04T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,1.77,2025-01-04T19:00:00,2025-01-04T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,0.87,2025-01-03T23:00:00,2025-01-04T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,1.25,2025-01-04T03:00:00,2025-01-04T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,1.45,2025-01-04T11:00:00,2025-01-04T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,2,2025-01-04T07:00:00,2025-01-04T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,1.92,2025-01-04T19:00:00,2025-01-04T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,1.94,2025-01-04T15:00:00,2025-01-04T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,2.2,2025-01-03T23:00:00,2025-01-04T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,2.08,2025-01-04T07:00:00,2025-01-04T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,1.46,2025-01-05T03:00:00,2025-01-05T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,3.69,2025-01-05T07:00:00,2025-01-05T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,2.3,2025-01-04T23:00:00,2025-01-05T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,4.5,2025-01-05T03:00:00,2025-01-05T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,1.88,2025-01-05T07:00:00,2025-01-05T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,7.08,2025-01-06T15:00:00,2025-01-06T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,8.12,2025-01-06T15:00:00,2025-01-06T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,3.44,2025-01-06T19:00:00,2025-01-06T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,3.57,2025-01-06T07:00:00,2025-01-06T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,5.12,2025-01-06T19:00:00,2025-01-06T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,3.72,2025-01-06T07:00:00,2025-01-06T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,1.87,2025-01-06T11:00:00,2025-01-06T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,2.95,2025-01-06T11:00:00,2025-01-06T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,4.33,2025-01-07T07:00:00,2025-01-07T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,9.71,2025-01-07T03:00:00,2025-01-07T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,2.69,2025-01-07T11:00:00,2025-01-07T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,5.97,2025-01-07T15:00:00,2025-01-07T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,1.25,2025-01-07T03:00:00,2025-01-07T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,2.58,2025-01-07T19:00:00,2025-01-07T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,2.25,2025-01-06T23:00:00,2025-01-07T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,1.51,2025-01-07T07:00:00,2025-01-07T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,2,2025-01-07T11:00:00,2025-01-07T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,7.68,2025-01-07T15:00:00,2025-01-07T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,2.25,2025-01-06T23:00:00,2025-01-07T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,53.69,2025-01-08T15:00:00,2025-01-08T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,6.25,2025-01-07T23:00:00,2025-01-08T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,7,2025-01-08T19:00:00,2025-01-08T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,3.5,2025-01-08T03:00:00,2025-01-08T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,3.75,2025-01-08T11:00:00,2025-01-08T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,11.36,2025-01-08T15:00:00,2025-01-08T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,2.8,2025-01-07T23:00:00,2025-01-08T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,3.83,2025-01-08T07:00:00,2025-01-08T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,3.2,2025-01-08T03:00:00,2025-01-08T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,3.7,2025-01-08T07:00:00,2025-01-08T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,8.03,2025-01-08T11:00:00,2025-01-08T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,1.51,2025-01-09T19:00:00,2025-01-09T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,3.04,2025-01-09T07:00:00,2025-01-09T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,3.69,2025-01-09T11:00:00,2025-01-09T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,1.32,2025-01-08T23:00:00,2025-01-09T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,1.3,2025-01-09T11:00:00,2025-01-09T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,1.8,2025-01-08T23:00:00,2025-01-09T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,6.69,2025-01-09T15:00:00,2025-01-09T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,1.2,2025-01-09T03:00:00,2025-01-09T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,12.19,2025-01-09T15:00:00,2025-01-09T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,2.67,2025-01-09T19:00:00,2025-01-09T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,3.7,2025-01-09T03:00:00,2025-01-09T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,5.75,2025-01-09T07:00:00,2025-01-09T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,3.58,2025-01-10T11:00:00,2025-01-10T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,2.25,2025-01-09T23:00:00,2025-01-10T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,3.71,2025-01-10T03:00:00,2025-01-10T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,1.25,2025-01-10T19:00:00,2025-01-10T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,23.02,2025-01-10T07:00:00,2025-01-10T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,8.09,2025-01-10T11:00:00,2025-01-10T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,2.85,2025-01-09T23:00:00,2025-01-10T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,22.22,2025-01-10T15:00:00,2025-01-10T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,4.25,2025-01-10T03:00:00,2025-01-10T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,14.5,2025-01-10T19:00:00,2025-01-10T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,5.95,2025-01-10T07:00:00,2025-01-10T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,3.17,2025-01-11T19:00:00,2025-01-11T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,2.29,2025-01-11T07:00:00,2025-01-11T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,1,2025-01-11T07:00:00,2025-01-11T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,1.54,2025-01-11T11:00:00,2025-01-11T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,1.25,2025-01-10T23:00:00,2025-01-11T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,1.25,2025-01-11T11:00:00,2025-01-11T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,10.17,2025-01-11T15:00:00,2025-01-11T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,1.75,2025-01-10T23:00:00,2025-01-11T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,1.6,2025-01-11T03:00:00,2025-01-11T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,2.49,2025-01-11T03:00:00,2025-01-11T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,1.25,2025-01-12T11:00:00,2025-01-12T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,1.6,2025-01-12T07:00:00,2025-01-12T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,3.02,2025-01-12T19:00:00,2025-01-12T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,1.85,2025-01-11T23:00:00,2025-01-12T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,3,2025-01-12T03:00:00,2025-01-12T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,1.51,2025-01-12T07:00:00,2025-01-12T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,4.07,2025-01-12T15:00:00,2025-01-12T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,1.65,2025-01-12T11:00:00,2025-01-12T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,1.44,2025-01-12T19:00:00,2025-01-12T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,1.25,2025-01-12T03:00:00,2025-01-12T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,1.33,2025-01-12T23:00:00,2025-01-13T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,4.5,2025-01-13T07:00:00,2025-01-13T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,2.5,2025-01-13T03:00:00,2025-01-13T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,4.23,2025-01-13T15:00:00,2025-01-13T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,1.28,2025-01-13T11:00:00,2025-01-13T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,1.88,2025-01-13T19:00:00,2025-01-13T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,1.54,2025-01-13T03:00:00,2025-01-13T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,1.7,2025-01-12T23:00:00,2025-01-13T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,2,2025-01-13T07:00:00,2025-01-13T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,2.5,2025-01-13T11:00:00,2025-01-13T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,3.17,2025-01-13T19:00:00,2025-01-13T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,1.4,2025-01-13T15:00:00,2025-01-13T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,3.75,2025-01-14T15:00:00,2025-01-14T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,3.69,2025-01-13T23:00:00,2025-01-14T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,3.69,2025-01-14T03:00:00,2025-01-14T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,1.11,2025-01-14T07:00:00,2025-01-14T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,1,2025-01-14T11:00:00,2025-01-14T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,2.5,2025-01-14T19:00:00,2025-01-14T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,0.9,2025-01-14T15:00:00,2025-01-14T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,3,2025-01-13T23:00:00,2025-01-14T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,3.42,2025-01-14T07:00:00,2025-01-14T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,2.99,2025-01-14T03:00:00,2025-01-14T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,1.93,2025-01-14T11:00:00,2025-01-14T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,2.45,2025-01-14T23:00:00,2025-01-15T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,13.4,2025-01-15T15:00:00,2025-01-15T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,1.5,2025-01-15T15:00:00,2025-01-15T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,7.48,2025-01-15T07:00:00,2025-01-15T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,2.96,2025-01-15T11:00:00,2025-01-15T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,1.85,2025-01-14T23:00:00,2025-01-15T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,1.52,2025-01-15T03:00:00,2025-01-15T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,3.7,2025-01-15T03:00:00,2025-01-15T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,2.9,2025-01-15T19:00:00,2025-01-15T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,1.14,2025-01-15T07:00:00,2025-01-15T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,2.02,2025-01-15T11:00:00,2025-01-15T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,1.35,2025-01-15T23:00:00,2025-01-16T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,0.97,2025-01-16T19:00:00,2025-01-16T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,1.2,2025-01-16T15:00:00,2025-01-16T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,2.4,2025-01-16T11:00:00,2025-01-16T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,3,2025-01-16T19:00:00,2025-01-16T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,1.84,2025-01-16T07:00:00,2025-01-16T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,9.75,2025-01-16T15:00:00,2025-01-16T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,2.75,2025-01-16T03:00:00,2025-01-16T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,5.5,2025-01-16T11:00:00,2025-01-16T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,2.1,2025-01-15T23:00:00,2025-01-16T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,7,2025-01-16T07:00:00,2025-01-16T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,1.72,2025-01-16T03:00:00,2025-01-16T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,1.59,2025-01-17T11:00:00,2025-01-17T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,1.7,2025-01-16T23:00:00,2025-01-17T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,1.63,2025-01-17T11:00:00,2025-01-17T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,2.69,2025-01-16T23:00:00,2025-01-17T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,6.48,2025-01-17T15:00:00,2025-01-17T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,1.65,2025-01-17T03:00:00,2025-01-17T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,1,2025-01-17T15:00:00,2025-01-17T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,2.69,2025-01-17T03:00:00,2025-01-17T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,2.92,2025-01-17T07:00:00,2025-01-17T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,2.25,2025-01-17T19:00:00,2025-01-17T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,1,2025-01-17T19:00:00,2025-01-17T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,2.3,2025-01-17T23:00:00,2025-01-18T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,3.33,2025-01-18T03:00:00,2025-01-18T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,2.53,2025-01-18T11:00:00,2025-01-18T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,0.95,2025-01-18T07:00:00,2025-01-18T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,1,2025-01-18T15:00:00,2025-01-18T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,2.42,2025-01-18T19:00:00,2025-01-18T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,2.2,2025-01-17T23:00:00,2025-01-18T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,2.5,2025-01-18T07:00:00,2025-01-18T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,2.69,2025-01-18T03:00:00,2025-01-18T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,1.02,2025-01-18T11:00:00,2025-01-18T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,4.1,2025-01-18T15:00:00,2025-01-18T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,2,2025-01-18T19:00:00,2025-01-18T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,1.5,2025-01-19T03:00:00,2025-01-19T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,2,2025-01-19T11:00:00,2025-01-19T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,1,2025-01-18T23:00:00,2025-01-19T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,3.33,2025-01-19T07:00:00,2025-01-19T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,1.54,2025-01-19T03:00:00,2025-01-19T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,1.68,2025-01-18T23:00:00,2025-01-19T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,1,2025-01-19T19:00:00,2025-01-19T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,0.91,2025-01-19T15:00:00,2025-01-19T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,3,2025-01-19T19:00:00,2025-01-19T23:00:00,,
